,big_1
454,0.2971131134033138
455,0.7039420981407125
456,0.5573709433078784
457,0.3667243976593011
458,0.02662820041179703
459,0.3553243905305852
460,0.2883724975585926
461,0.06514265799522478
462,0.31756174540519466
463,1.3829790706634473
464,0.16973195242881456
465,0.11929724264144959
466,0.4039203685522086
467,0.09885404014587373
468,0.4496233881711964
469,0.1681262772083345
470,1.2713678958415984
471,0.27673057341575547
472,0.3275168166160598
473,0.8723513653278356
474,0.7636014869213081
475,1.0143647664785358
476,2.3405312850475313
477,0.561024495124816
478,0.48369187259673807
479,0.11646592628955732
480,0.35233670425415253
481,0.8084556853771194
482,0.2027050584554675
483,0.3733915680646942
484,0.09881403994560323
485,0.17422149443626456
486,0.46795832467078835
487,0.12961852169036092
488,0.030872838258743318
489,0.9830906761884699
490,1.3972981696128817
491,0.06970456337928832
492,0.32869422650337254
493,0.026991494178772335
494,0.4934089070558545
495,0.09293158006667923
496,2.1234979784488672
497,0.02588951158523667
498,0.39762788820266737
499,0.40130179095268037
500,0.37304961514473245
501,0.2734994094371732
502,0.5169621191024787
503,0.6081258864402779
504,0.7513293256759623
505,0.26376816678046566
506,0.16256500768661653
507,0.02498896539211204
508,0.3737663385868064
509,1.0990817339420293
510,0.417128338575361
511,0.00919676816463233
512,0.28065435791015747
513,0.2891204816102948
514,0.3017886106967924
515,0.6321373908519705
516,0.624513643026353
517,0.5299467511177078
518,0.1308737163543725
519,0.4397976169586175
520,0.7996012856960255
521,0.46624403619766275
522,1.9501578679084761
523,1.742263602256774
524,1.778619300127032
525,1.7450486207008322
526,2.5645389193296433
527,1.1236661432981494
528,0.8727458144426374
529,1.0137470930814725
530,0.398094963788987
531,0.9365552098751078
532,2.0581363396644576
533,1.6817228634357473
534,0.9724252020120616
535,0.23114250659942748
536,0.7091746592521595
537,0.4870083034038517
538,0.6975324361324318
539,0.7015175888538363
540,0.42786582136154383
541,0.0992332084178944
542,0.28143703687191035
543,0.04737622106075312
544,0.41170595335960547
545,0.02857670342921903
546,0.046181457877158216
547,0.5003619346618673
548,0.4851718146801076
549,0.5064480168819436
550,0.042266192913051004
551,0.5921592047214501
552,1.118778554677958
553,0.5177134604454015
554,0.8379965031147019
555,0.15387595748901495
556,0.6953474533557862
557,0.19096331107616615
558,0.21174162960052723
559,0.15243492269515801
560,0.1331662367582327
561,0.08764025545120546
562,0.19621315395831562
563,0.596741217613225
564,0.1906909626722384
565,0.3833547635078429
566,0.12587579488754042
567,0.09908776450156642
568,0.6599519221782706
569,0.5591546583175666
570,0.17478996372223143
571,0.460525138378141
572,0.17503310346603285
573,0.013141307234760813
574,0.3500826697349515
575,0.021566573619838714
576,0.38559357023238894
577,0.013262508630750958
578,0.08852727162838037
579,0.7462745927572256
580,1.5411874823570229
581,0.07411039423942656
582,0.030600165009500024
583,0.07785359001159442
584,0.026741517782208568
585,0.23086037600040532
586,0.7288655736446372
587,0.2971593132019037
588,0.320239258170127
589,0.28252849960327
590,0.04750794196128805
591,0.16379813969135348
592,0.7604586176872243
593,0.25955710041523217
594,0.024021544575686615
595,0.2438230851888714
596,0.11311687898635547
597,0.20384870982170167
598,0.29394004154205167
599,0.5359293246269203
600,0.5722388074398079
601,0.06127424454688679
602,0.15138837444781927
603,0.2949965488910671
604,0.09993471574783452
605,0.32915028953552206
606,0.30098692095279533
607,0.9368650990724561
608,0.04734561979770602
609,0.48439971661567505
610,0.0402333204746248
611,0.12562227809429216
612,0.26050891625881345
613,0.03929522252082318
614,0.3583138042688381
615,0.07019772362709031
616,0.05078113138675766
617,0.16782632112502682
618,0.40908829307556527
619,0.0862255053520169
620,0.37411353456973906
621,0.46599087250232873
622,0.0669675140380881
623,0.14471158599853506
624,0.19979487228393555
625,0.3579401644468311
626,1.4190588543415061
627,0.7965086125135439
628,0.24345361137389876
629,0.7974525492191318
630,0.07053496146202187
631,0.21130827248096518
632,0.09025652670860318
633,0.5573290532827406
634,0.5880128107070934
635,0.31138593339919973
636,0.018480854988099482
637,0.49119170689583
638,0.12249576759338332
639,0.6707938444614387
640,0.3245234417915328
641,0.4095271093845354
642,0.5010435857772824
643,0.40322242665290897
644,0.4437594890594454
645,0.12269296169280874
646,0.7798347458839392
647,0.7599802279472345
648,0.09181717801094047
649,0.23512129962444117
650,0.11354540538787727
651,0.2504245762825028
652,0.12396821975708683
653,0.17855431246757725
654,0.8293995574712711
655,0.44493421614169915
656,0.29834504032135634
657,0.048169997215274485
658,0.1214269046783456
659,1.406118379592892
660,0.03440122294426029
661,0.5388059250116295
662,0.329545923709869
663,0.1354445779323583
664,0.4241031563282025
665,0.7503443609476106
666,0.7972440848350515
667,0.16293725216388566
668,0.6226610462665558
669,0.023545242786407572
670,0.3107678177356705
671,1.2894417653083816
672,0.2974450902938841
673,1.159085406303403
674,0.28240017962455477
675,0.33957569861412007
676,0.5034776978492705
677,1.018882020473478
678,0.44676024103164624
679,0.29168918442726044
680,0.5313536529540988
681,0.5123201125860195
682,0.08819631671905315
683,0.19202444040775246
684,0.3296175434589388
685,0.1605883851051324
686,0.20077455043792547
687,0.7369154901504524
688,0.5272712850570691
689,1.0088628938198103
690,0.22038808441162328
691,0.3212429077625245
692,0.17763856208324347
693,0.34586768209933894
694,0.07520253562926893
695,0.20632997560500987
696,0.5656276230812058
697,0.21506917726993513
698,0.396445719361306
699,0.5543244049549101
700,0.07467441439628297
701,0.040792100429533296
702,0.1682686290740958
703,0.07012604904174657
704,0.5795484457015978
705,0.4847524094581539
706,0.02042509651183666
707,0.24774991524219514
708,0.787165161132809
709,0.158173381567003
710,0.6003018803596487
711,0.7172849721908607
712,0.3649896730184561
713,0.027098079085351667
714,0.1531571024656304
715,0.5316022115945795
716,0.024851134300229116
717,0.34972240233421026
718,0.21109717166423847
719,0.7505034769773471
720,0.3476493694782232
721,0.04562994074821658
722,0.38345099270343974
723,0.4326233336925527
724,0.13552762711048105
725,0.03498639082908772
726,0.2321208328008626
727,0.13875945281982394
728,1.127214248061179
729,0.5650091654062264
730,0.3481880271434792
731,0.1547930614948252
732,0.025805813550951573
733,0.08729736876487859
734,0.2071728316545487
735,0.11402063131332874
736,0.5077557010650615
737,0.04075207638740597
738,0.04314854657649869
739,0.34187205874919746
740,0.4265445311069511
741,0.0
742,7.993605777301127e-15
743,0.32574210810661164
744,1.0591565017700204
745,0.21251515007018273
746,0.24931626653671435
747,0.33865199279784974
748,0.5024192667007403
749,0.7507409517765087
750,0.07140013051032312
751,0.1275799171924592
752,0.5902471987009048
753,0.11431659889220658
754,0.4751029276847858
755,2.098688871383668
756,0.8002896013259875
757,1.5543122344752192e-15
758,1.7763568394002505e-15
759,9.769962616701378e-15
760,0.13596138381958278
761,0.6762838559150697
762,0.18251790571212823
763,1.1171866111755335
764,0.2908700304031364
765,0.6775805869102469
766,0.2513360419273394
767,0.059921669483185
768,0.05617825508117624
769,0.33598657894134876
770,0.1053695936203023
771,0.2532845644950892
772,0.12525267338752788
773,0.38961398077011555
774,0.16380551910400776
775,0.1815333013534577
776,0.270652057409285
777,0.1588143692016617
778,0.14807345676422567
779,0.24493111705779702
780,0.7257810287475621
781,0.038373372077945334
782,0.11553909182548372
783,1.0823494800329199
784,0.5776698420047741
785,0.00826180839538515
786,1.04611635351181
787,0.024627985954291276
788,0.03913844108581266
789,0.5541408807039248
790,0.13569442272186105
791,0.23059375929832404
792,0.5637398868799242
793,0.5767589318752306
794,0.5895023584365826
795,0.46092889022826933
796,0.01771347188949468
797,0.02223687171935751
798,0.44044585978984996
799,0.4767121253013631
800,0.18993063700199153
801,1.117786569714548
802,0.18826816320419182
803,0.5622284950017906
804,0.35971676874160674
805,0.09902414619922695
806,0.20073789930343633
807,0.003664542198181575
808,4.069782408714294
809,3.600631037712101
810,3.0495065306425118
811,0.9949857012033436
812,1.71204724240303
813,1.4216856703758247
814,0.9671691749095899
815,0.6809047998189937
816,0.7226038420200358
817,0.6891320635080351
818,0.04603618633746853
819,0.3014750363826808
820,0.30685028076171594
821,0.19813927078247118
822,0.339468078613284
823,0.2081998686790536
824,0.3603171663284277
825,0.4885176992416387
826,0.9389966619014745
827,0.6244052326679239
828,3.9968028886505635e-15
829,0.0
830,0.6093999340534224
831,0.2933711028099042
832,0.2877006385326384
833,0.18578852152824288
834,0.02385208129882832
835,0.8973102515935893
836,0.5831889674663531
837,0.10378848385810935
838,0.20848587942123364
839,0.02407884490489831
840,0.1362823698520681
841,0.13525730395316993
842,0.47880662846565514
843,0.8118010952472678
844,0.22422958779334978
845,0.8259589691162146
846,0.5154302561283091
847,1.1290409086942674
848,0.20402068138122598
849,0.3310424385070778
850,0.19503484153747364
851,1.324675292968752
852,0.16512409913540127
853,0.5244445947408689
854,0.12034072780609018
855,0.588729283332829
856,0.3729352895021476
857,0.2805238599777242
858,0.6867464106082926
859,0.48889226889610304
860,0.1832722793817525
861,0.07104777896404402
862,0.21366993975639326
863,0.47696231448650495
864,0.46414146876335227
865,2.5161379156112673
866,0.28244546413421867
867,0.5955926849842059
868,0.5559080821275715
869,0.1983320806026465
870,0.14940796399116474
871,0.14776342916488627
872,0.19523514223098726
873,0.4497411599159249
874,0.6839612429141999
875,0.41788028013706147
876,0.5718198368549365
877,0.1814205673933027
878,0.3947443044185639
879,0.07263162112236321
880,0.023922487497329836
881,0.030901968002319258
882,0.6197309837341318
883,0.23381392455100958
884,0.3108425160646442
885,0.3187288508415227
886,0.8416560224294694
887,0.05846087312698267
888,0.04146370196342297
889,0.13150974178314456
890,0.7010970110893253
891,0.07033133816719239
892,0.2580570242404887
893,0.49484131968021616
894,0.09768492293358122
895,1.5625457527637483
896,0.5619473364353156
897,0.4963314082622472
898,0.7401792497634871
899,0.1558419518470755
900,0.223662610530857
901,0.5271024434566511
902,0.3908711886405971
903,0.44226529824733785
904,0.8043255600929275
905,0.11107925915717809
906,0.3103575133085239
907,0.24097446513176113
908,0.29876129031181575
909,0.5158715039491675
910,0.08264903807640178
911,0.18454841804503985
912,0.23954484331607517
913,0.4792747260332111
914,0.23785765218734944
915,0.7486344547271728
916,0.18101361775398106
917,0.20335061454773085
918,0.0951849992275231
919,0.06399193286895999
920,0.45967555284500206
921,0.8069528373479886
922,0.624224096536635
923,0.22695260465145406
924,0.7835772912502277
925,0.1608806017637251
926,0.11984847164153711
927,1.0158304896354622
928,0.4232927309274661
929,0.3192115349769633
930,0.3157474987506883
931,1.2821041879653885
932,0.2793499560356141
933,0.12801627659797665
934,0.2095928680896737
935,0.4580721583366394
936,0.04573998355865294
937,0.2058248730897887
938,1.104342176556588
939,0.3945599021911632
940,0.6062944631576479
941,0.5052184937000246
942,0.11248593938350737
943,0.29217732501029925
944,0.009907416939736624
945,0.9069040777683259
946,0.6208185839653031
947,0.7399163198471079
948,0.39462287521362516
949,0.1446565256118777
950,1.1758840581178625
951,0.6847612686157172
952,0.11059290027618385
953,0.19514701807498636
954,0.7416082282066361
955,0.2805475980043406
956,0.06578156685828951
957,0.10101131296158083
958,0.3288457432985301
959,0.08450391006469804
960,0.02731808853149076
961,0.025409886598585008
962,0.09448874068260427
963,0.40092743945121767
964,0.041646134853360106
965,0.6959597897529579
966,0.371437099695207
967,0.030299598693847685
968,0.11193335056305287
969,0.15151411485672028
970,1.3378969314098341
971,0.10368234729766979
972,0.4809156715869918
973,0.08131379055976828
974,0.04836316394806772
975,0.26694533538818277
976,0.1803436088562025
977,0.695591162681584
978,0.22952213883400252
979,0.11197388780117068
980,0.34385470104217575
981,0.3565127724409094
982,1.1934079008102438
983,0.8720157890319835
984,0.06486491394042737
985,0.5891595524549458
986,0.4924282550811756
987,0.15156715214252592
988,0.017653036594392546
989,0.05099155569076386
990,0.36302011919022137
991,0.02394494891167298
992,0.08229415035247767
993,0.34668696117401043
994,0.08194685149193326
995,0.37804908871650333
996,0.010929915189744399
997,0.4825271112918874
998,0.5142774041891094
999,0.028997940778731746
1000,0.9393063551187559
1001,0.009390024423598264
1002,0.27863661146163565
1003,0.14175727653503234
1004,0.0893911427259444
1005,0.03879746675490736
1006,0.059190839290613084
1007,0.5404311060905453
1008,0.18569325637818146
1009,0.1360045228004516
1010,1.5715365589857138
1011,0.28200487375259553
1012,0.10087620592116586
1013,0.47522886586189017
1014,0.37981369829178124
1015,0.0851977195739666
1016,0.598845506191255
1017,0.740712739706038
1018,0.11153600978851852
1019,0.2889811491966252
1020,0.079170916080467
1021,0.16538505387306213
1022,0.7826147439479807
1023,0.04251990485191426
1024,0.025853188037867625
1025,0.13096292781829977
1026,0.7831142562627762
1027,0.02613992404937715
1028,0.31246613621711417
1029,0.09917466235161054
1030,0.06820495223998613
1031,0.18064689946174228
1032,0.5197766517400741
1033,0.06741214561462372
1034,0.1010350847244258
1035,0.7337071785926832
1036,0.07337463760375762
1037,0.10801534175873062
1038,0.1336288855075809
1039,0.17127829790115623
1040,0.6703878715038298
1041,0.12566925668716022
1042,0.9452948127984993
1043,0.3814930545091628
1044,0.3950184096097944
1045,1.4422293807268152
1046,0.5545078983306921
1047,0.008654163599014053
1048,0.2621147559881215
1049,0.26885568380355096
1050,0.36201294147968377
1051,0.5403585880994797
1052,0.3539529330730393
1053,0.8608668278455749
1054,0.2084799112081499
1055,0.30337623465061225
1056,0.06581127452849866
1057,0.18940958881378034
1058,0.11151562845706886
1059,0.2256710090637144
1060,0.4952913336753879
1061,0.362587458133695
1062,0.155665549516673
1063,0.2520147571563711
1064,0.22248842191696072
1065,0.06381824231147659
1066,0.24197737586498125
1067,0.6320218098163615
1068,0.1496890451908104
1069,0.31169258725643134
1070,0.3841607198715238
1071,0.11879784429073181
1072,0.5490483398437505
1073,0.05170265126228468
1074,0.0701606625318556
1075,0.36403617739677463
1076,0.17582364261149852
1077,0.8759243661165246
1078,0.13974484920501862
1079,1.5247197265625003
1080,1.8907131302356721
1081,0.5299783914089189
1082,0.8571414246559179
1083,0.2693672084808325
1084,1.0118543857336006
1085,0.18272647023201172
1086,0.09717261922359466
1087,0.42570434582233707
1088,0.362350647330282
1089,0.02389471197128268
1090,0.07896185016631918
1091,0.21033632802963576
1092,0.23091379213333108
1093,0.8452264925241466
1094,0.6588142631053877
1095,0.49852328634261545
1096,0.2193217713832878
1097,0.021973273992539344
1098,0.3912793819904343
1099,0.003173240661625165
1100,0.04647909164428565
1101,1.0456647576093632
1102,0.09326496899127923
1103,0.040191685199741034
1104,0.19784003520012305
1105,0.3112045822143532
1106,1.701285374403
1107,0.7439697706699402
1108,0.10029351282119903
1109,0.38438307642936387
1110,1.3500850539207443
1111,0.24223966705798894
1112,0.39856968760490563
1113,1.7806741056442283
1114,0.7302067332267752
1115,0.007867138981815014
1116,0.023823963165278794
1117,0.6270595647096648
1118,0.8950008599758148
1119,7.993605777301127e-15
1120,0.6731101830005612
1121,0.06868482875824045
1122,0.19789915776252665
1123,0.6266198196411117
1124,0.08292299127579383
1125,1.0433159874677664
1126,0.6310979809761079
1127,0.07423407626151901
1128,0.3376223933696756
1129,0.04124276399612192
1130,0.3779279302358609
1131,0.6710822377204924
1132,0.2784176893234265
1133,0.18725272983312902
1134,0.11209350299835119
1135,0.19814748716354824
1136,0.12923379743098806
1137,0.18014857399463624
1138,0.19075969648361069
1139,0.015732800960540638
1140,0.2662262048721299
1141,0.6944831113815324
1142,0.2259923655986773
1143,1.3740228451490413
1144,0.07541010880470234
1145,0.11333202505111895
1146,0.26789347076416536
1147,0.0
1148,3.9968028886505635e-15
1149,2.2413369345664975
1150,4.884981308350689e-15
1151,0.9475825514793366
1152,0.1957424231767646
1153,0.7031924430131893
1154,0.09284759044647206
1155,0.023970588684088412
1156,0.11285948657989398
1157,0.10739509844779649
1158,0.21837269616126953
1159,0.4468719086647057
1160,0.4355602979660067
1161,0.25190661072731046
1162,0.02557970094681039
1163,1.0951800298690806
1164,0.2677837083339716
1165,0.9975101246833762
1166,0.5466998902559261
1167,0.42680135369301064
1168,0.1461349387168882
1169,0.12790390872955237
1170,0.7897663357257838
1171,0.13820708012581173
1172,0.20973029041290614
1173,0.0836473515033731
1174,0.3517989001274109
1175,0.1322911987304698
1176,0.01453132867813256
1177,0.031723316669465706
1178,1.072515095591546
1179,1.1560929667949664
1180,0.6088609051704412
1181,0.6016398780345926
1182,0.07281494808196909
1183,0.30879102420806603
1184,0.7795551950931566
1185,0.027121871113780394
1186,0.4562043685913091
1187,0.8983658237457313
1188,0.13519459223747088
1189,0.14688940525055827
1190,0.005497789382934215
1191,0.7042105820179003
1192,0.3789731359481796
1193,0.04778915297984987
1194,0.014410405158999051
1195,0.8380155365467079
1196,1.1111607131958001
1197,0.029288927078241045
1198,0.0780909128189069
1199,0.10140068626404064
1200,1.0389138588905351
1201,0.11261835014820543
1202,0.15984922790526745
1203,0.24046703481674392
1204,0.7627117519378657
1205,0.07960768413543695
1206,0.03574180328845933
1207,0.10213619327545675
1208,0.16087310981750713
1209,0.05733017158508247
1210,0.6047415384054196
1211,0.015376235008235373
1212,0.10402571165561536
1213,0.606489812731744
1214,0.07216904354095455
1215,0.04750103569030628
1216,0.08760765457152608
1217,0.008175418376922927
1218,0.14119734764099157
1219,0.3684354938268666
1220,0.28835818552971126
1221,0.77365148639679
1222,0.14765601301193465
1223,0.06763481819629646
1224,0.10063462734222206
1225,0.26741408061981
1226,0.3210438728332594
1227,0.04719224739075045
1228,0.49503294563293343
1229,0.2653599882125848
1230,0.4506416020393349
1231,0.7581060650348659
1232,0.8303871841430643
1233,0.0882003935575475
1234,0.066671321392064
1235,0.7472000710964186
1236,0.1351476058959924
1237,0.11487310469150502
1238,0.057410847187040925
1239,0.2575507692098653
1240,0.08086980462073923
1241,0.07063713920116932
1242,0.14488741302490515
1243,0.1728404183387724
1244,0.014193740487095763
1245,0.3495779709816005
1246,0.579050937414169
1247,0.0382851016521486
1248,0.5254252446889849
1249,0.2562128320932382
1250,0.030992290496823394
1251,0.0838842248916638
1252,0.014585127115253727
1253,0.3390083851814274
1254,0.04401231002807915
