,big_1
0,0.280472183108329
1,0.36010590171814005
2,0.35622780251503006
3,0.5850883960723898
4,0.03661122465133726
5,0.029261790394782494
6,0.3030471543073632
7,0.46241645598411774
8,0.22308781433105596
9,0.6622446566820153
10,0.007695781350137487
11,1.0176145232915874
12,0.011654016494752284
13,0.2397873160839068
14,0.09394761443137956
15,0.21398775601387277
16,0.04002607059477814
17,0.8061647484302523
18,0.444268446087835
19,0.1995644088983517
20,0.15486903333664426
21,0.25954562294483097
22,0.17706509113311864
23,0.2834524314403528
24,0.2141821172237388
25,0.1656534337997373
26,0.0695472395420107
27,0.030997941970833054
28,0.5567494697570787
29,0.07686310935020457
30,0.2274299983978194
31,0.22040883338451533
32,0.13329481792449904
33,1.0483152446746804
34,0.08348346281051633
35,0.1780645694732672
36,0.2687671558856941
37,0.1253851605653784
38,0.021399089097978052
39,0.042828228473659635
40,0.2539694039821616
41,0.697819918632506
42,0.5514442622661591
43,0.5987372355461131
44,0.07341315674781834
45,0.4503769222497911
46,0.047371316909794015
47,0.5697394007444379
48,0.08254043960570456
49,0.3744520629644379
50,0.008935020685190587
51,0.05169601607322427
52,0.10986722552776385
53,0.04642285251617406
54,0.2256617656946207
55,0.5248037092685705
56,0.09743815517425469
57,0.2084837197065348
58,0.013954484939572076
59,0.3261092573404307
60,0.25177604532241693
61,0.7140774925947166
62,0.25059064269065967
63,0.2640992597341514
64,0.12352944016456435
65,0.43277460479736085
66,0.8313580162525185
67,0.029144027233120262
68,0.2663795753717415
69,0.5128423117399213
70,1.1556055564880285
71,0.010671837806706108
72,0.9179989584684405
73,0.17483830451965288
74,0.2721986113786703
75,0.5880708372592931
76,0.00935689830780495
77,0.5046539751291306
78,0.5894228579998013
79,0.17554852277040545
80,0.00602450108528263
81,0.050077569723133486
82,0.10376626193523597
83,0.3069862695932346
84,0.11251046967506673
85,0.3717973183393479
86,0.31330032610893266
87,1.526621497750277
88,0.05221366500854474
89,0.3014644229412089
90,0.6950415885448464
91,0.01996903216838941
92,0.7522545509338374
93,0.17319041013717262
94,0.03706632804870624
95,0.17278545093536302
96,7.993605777301127e-15
97,2.220446049250313e-15
98,0.14464925611019197
99,0.6731040221452718
100,0.9140353972911806
101,0.194554911375048
102,0.19371621489524316
103,0.4937302571535085
104,0.015638537645341843
105,0.2819928698539724
106,0.1939929926395405
107,0.32673429977893864
108,0.4811459794044506
109,0.6269599313735994
110,0.10576031911372885
111,0.03242908298969427
112,0.7024248254299177
113,0.029435567855832012
114,0.4808225851058987
115,0.28067273378371516
116,0.020715361595149417
117,0.020395419955253402
118,0.00713486218451731
119,0.3640596636533746
120,0.30882773065566616
121,0.08560552310944125
122,0.0687545785903938
123,0.23385176014900289
124,0.15133604586124405
125,0.2217392063140895
126,0.03704641819000187
127,0.41082320261001737
128,0.13711429286003352
129,0.6297642242908492
130,0.5412915567159615
131,0.6113018530607222
132,0.3907339744567875
133,0.058254104137422935
134,0.5512108019590345
