,Eg_error
367,2.220446049250313e-15
368,8.881784197001252e-16
369,5.329070518200751e-15
370,0.20213057368993614
371,0.4025636948347089
372,0.04820791625976284
373,0.18602051782608076
374,0.10469238674640646
375,0.2946917229890853
376,0.9290253230333332
377,0.4711459207534783
378,0.10790680694580113
379,1.0277986503839491
380,1.1538039768934247
381,0.04119567620754272
382,0.47227541780471816
383,0.32079652237892065
384,0.04259644186496736
385,0.13028445756435314
386,0.04285762405395621
387,0.5223201924562462
388,0.5899086956977828
389,0.5093169428110138
390,0.28957014667987835
391,0.31562762188911453
392,0.5603679904937753
393,0.52811670947075
394,0.04406253361701906
395,0.27031891775131456
396,0.2993624247312594
397,0.3833402736186984
398,0.2679628286361708
399,0.051878637194634036
400,0.687769972205162
401,0.13609800362587032
402,0.7705649627447118
403,0.32004442930221444
404,0.09060691344738037
405,0.5842230017185237
406,0.7525855295658102
407,0.3225085769891751
408,0.01765900170803203
409,0.6954921791553499
410,0.6673399053812021
411,1.176348181843756
412,0.10065873265266578
413,0.05005723714828347
414,0.4597627625465428
415,0.5225145802497875
416,1.5543122344752192e-15
417,3.9968028886505635e-15
418,0.2765292277336133
419,0.5823632702827444
420,0.6126965174674979
421,0.41250512850284693
422,0.7075273371934905
423,0.4388448523283026
424,0.3428232293128959
425,0.1107981551885604
426,0.560296649575236
427,0.6135378613471989
428,0.14910078120231574
429,0.38871869480609766
430,0.009111333847046765
431,0.4416544609069799
432,0.43588773226737976
433,0.27647643852233994
434,0.49967119503021173
435,0.1585594245195383
436,0.964942185401918
437,0.4364350600242608
438,0.5183938865661613
439,4.884981308350689e-15
440,3.9968028886505635e-15
441,0.0
442,9.769962616701378e-15
443,0.4515577893257139
444,0.07862353909015696
445,0.5175971372127544
446,0.35234261631965147
447,0.128613444924355
448,1.2408970459699613
449,0.08405711007118244
450,0.6225955711603164
451,1.240170061588283
452,0.9723036994934091
453,0.5636603401899338
454,0.19003507423401178
455,0.30074262666702056
456,1.0398093612194073
457,0.40588844251632716
458,0.18679505407810515
459,0.14145328140258862
460,0.05207779979705762
461,0.8485547515153895
462,0.03476967418193855
463,0.49811609387397304
464,0.0973114579915988
465,0.47204400229453736
466,0.09423598229885255
467,0.23045735931396538
468,0.5621383714675923
469,0.7413451412916192
470,0.1887615885734535
471,0.2594101159572608
472,0.3556678500175485
473,0.4235096327066403
474,0.9477201437950131
475,0.6344175390005118
476,1.1261619470119442
477,0.7217736762762081
478,0.7480109835863111
479,0.0006243582963953997
480,0.38800676846504123
481,0.7504442907571793
482,0.1519566770792009
483,0.06281204688548625
484,0.0627780998945231
485,0.07699500477314025
486,0.38806819069385634
487,0.3628429799079864
488,0.048398346543311765
489,0.6307621582746514
490,1.0923753626346588
491,0.1475894989967359
492,0.3023552626371391
493,0.1019477360248564
494,0.2224986333847041
495,0.30319347107410444
496,0.030036100625994155
497,0.004845891475679487
498,0.36415119230747184
499,0.31286796402930594
500,0.16261383700371068
501,0.49386487090587305
502,0.2418759927749634
503,0.9740428749322887
504,0.6577077643871321
505,0.48011473107337466
506,0.0881991934776325
507,0.03698077690601442
508,0.26309129953384547
509,0.9155469489097596
510,0.25639055514335496
511,0.05056524419784658
512,0.09127279198169957
513,0.35114639306068174
514,0.4168411303758619
515,0.6798993718624091
516,0.6292560805082322
517,1.1492343976497685
518,0.21130246925354035
519,0.48387603044509797
520,0.6630092748403489
521,0.5206590094566348
522,1.559956284523008
523,1.183191371798516
524,1.2467963798046138
525,1.2863554886579496
526,2.909511122465134
527,0.7232013701200479
528,0.30168075346946677
529,0.3469289151430126
530,0.014731499671935433
531,0.37296586501598306
532,0.6234460358619671
533,0.5428828341960903
534,0.9491990704536417
535,0.745998021125795
536,0.6608116333484624
537,0.3487347679138182
538,0.2655887558460224
539,0.548024809360504
540,0.20480563068389923
541,0.16757506299018887
542,0.11874341762065788
543,0.04216902387141941
544,0.36900271844863974
545,0.06889723968505779
546,0.023417239069940532
547,0.0486326224803908
548,0.7083951439857534
549,0.00012816953659289254
550,0.0776448222398729
551,0.5950852643251396
552,0.0455047020912156
553,0.2821622389555012
554,0.5416766184568438
555,0.022631489038466235
556,0.34630221331119504
557,0.2916400128602956
558,0.293065497279168
559,0.013587256431582428
560,0.21795642542838944
561,0.08539176678657734
562,0.26549934029579036
563,0.5202597894668584
564,0.09558287930488518
565,0.5874974100589769
566,0.01733616995811449
567,0.3461743992567081
568,0.9297517063617695
569,0.30918198156356724
570,0.7077471764087675
571,0.18050198042392473
572,0.23105219089984774
573,0.03483007109164937
574,0.31320854187011404
575,0.23170761263370787
576,0.22041950929164633
577,0.006179392695425889
578,0.047216988801955795
579,0.6575726387500773
580,0.83259806370735
581,0.08595336818695154
582,0.15441666436195245
583,0.331128334999081
584,0.08257851564884167
585,0.3807975940704327
586,0.7692863892316837
587,0.5098034712076185
588,0.02008208751678442
589,0.09391096365451856
590,0.34885734844207716
591,0.08235044145584158
592,0.6898592379093174
593,0.3397005109786999
594,0.20241046547889496
595,0.22097328937053629
596,0.3377248706817584
597,0.10977581906318767
598,0.13769814753532472
599,0.7000352712869633
600,0.4720192189216639
601,0.48801524972915633
602,0.09967879199981544
603,0.5612373327016846
604,0.015874515533448097
605,0.5000181854963319
606,0.174156783103943
607,0.6840964493751533
608,0.05856282556056858
609,0.18648863983154218
610,0.010127993464471352
611,0.03581042301654902
612,0.09723167979717173
613,0.03740707802772825
614,0.04802767050266388
615,0.0509668014049518
616,0.44034966170787904
617,0.015131366252896683
618,0.2019768711328549
619,0.08896213054657132
620,0.41463838553428367
621,0.6068643486499776
622,0.1962049183845509
623,0.2401342322826414
624,0.2325345046520222
625,0.18770105206966314
626,0.10029795229434324
627,1.1995618553161604
628,0.021159976005553638
629,0.4401926909685132
630,0.06117771661281668
631,0.1952940397262588
632,0.08117182385921495
633,0.7656035733222968
634,0.7226353769302385
635,0.21615284883975872
636,0.05672353851795431
637,0.48643872702121826
638,0.6109077041149122
639,1.2050831617116913
640,0.0212850196361547
641,0.46002214908600036
642,0.514353327870368
643,0.16268666338920657
644,0.5244443473815883
645,0.18538117146491961
646,0.49244686186313524
647,0.2661753399372051
648,0.0682318042516723
649,0.042129503667355905
650,0.0027636876106265085
651,0.19864253950119037
652,0.3088974301815055
653,0.09970782017707869
654,0.6660425910949697
655,0.8599723361730574
656,0.44794982790947024
657,0.16980247354507583
658,0.10702738833427494
659,1.1936782479286157
660,0.1330412154197691
661,0.03190795481205555
662,0.3742240597009694
663,0.11674042034149323
664,0.9994230060577394
665,0.5694363198280357
666,0.06332830941677114
667,0.3721401286125188
668,0.8069327006340017
669,0.4121157916784297
670,0.30988763093948224
671,0.8649531457424149
672,0.196752527952194
673,1.031396857380868
674,0.14897247111797185
675,0.05588481462001904
676,0.6034990394115449
677,0.14869183492660687
678,0.484380736112594
679,0.24963546276092474
680,0.6390325077772119
681,0.8007337479591352
682,0.8005975716114073
683,0.07925965487956921
684,0.6794264287948619
685,0.27767253303527895
686,0.7456285926103581
687,0.8141467427015314
688,0.7257466943264004
689,1.0314542074203499
690,0.06203943884372709
691,0.4053302288055409
692,0.24625372278690305
693,0.1953588751554487
694,0.17786437082290396
695,0.3622710906267148
696,0.42449140787124495
697,0.27199261617660553
698,0.6718935692310359
699,0.7163931983709351
700,0.7404553589820853
701,0.6078569643497467
702,0.2930972512960457
703,0.19216141200065406
704,0.1486134814023976
705,1.2403901822566952
706,1.0247903529405584
707,0.47369290471077097
708,0.8227204995155317
709,0.48611249160766423
710,0.47880240643024496
711,0.4452236278057098
712,0.46392190706729686
713,0.09200202965736093
714,0.0068608675003054564
715,0.29766430771350727
716,0.05239212512970148
717,0.09800414907932176
718,0.3685764259099966
719,0.7143652040958415
720,0.44319277966022463
721,0.05067169368267033
722,0.23848198235035012
723,0.4558410800695416
724,0.12539837241173002
725,0.12294274950027573
726,0.1355012872219059
727,0.08674821591377313
728,0.7738170999288543
729,0.2921845134496679
730,0.6904642379283918
731,0.10009632122516354
732,0.06269665253162593
733,0.17966340470314135
734,1.140789785623551
735,0.2295015857219722
736,0.42937973749637415
737,0.17013248491287303
738,0.3813662767410264
739,0.450702909469602
740,0.2738810772895812
741,0.0
742,7.993605777301127e-15
743,0.14990182363987015
744,0.40806915807724087
745,0.15286185407638708
746,0.43037003040313904
747,0.47555073928832803
748,0.9171474292278274
749,0.5498242492675844
750,0.15397231411933676
751,0.3377687691450091
752,1.0826862819194774
753,0.22134778654575182
754,0.1308274599313739
755,1.0956320794820802
756,0.250967474222187
757,1.5543122344752192e-15
758,1.7763568394002505e-15
759,9.769962616701378e-15
760,0.1871655052900325
761,0.3388467302322393
762,0.5030606583356878
763,0.2522056794166563
764,0.5064202922582597
765,0.3611434476375559
766,0.2187499721050261
767,0.23937144351005601
768,0.18125370049476563
769,0.2886224970817577
770,0.1670713427066839
771,0.17712588453292977
772,0.03343596398830462
773,0.18542848777771503
774,0.11872672903537929
775,0.2198816356658977
776,0.1740759654045081
777,0.042605738997458786
778,0.14627726459503343
779,0.16191799020767217
780,0.6975266196727761
781,0.10847670483588878
782,0.08025311422347992
783,0.31741838312149184
784,0.18768467926979238
785,0.0025501552820197393
786,1.0678927468061432
787,0.03740426254271867
788,0.22935739481449335
789,0.5026528722047803
790,0.032858881711965715
791,0.013184520363808794
792,0.49183611130714633
793,0.3438362760543816
794,0.28842363357544487
795,0.17112619054317246
796,0.09826009440422157
797,0.08615778398513996
798,0.20227958369254972
799,0.2166537797451049
800,0.3462777144908904
801,1.2483803477287345
802,0.05642753231525477
803,0.5607159392833709
804,0.1954961650371556
805,0.040248018145560005
806,0.010759773015974305
807,0.39528037083148826
808,3.6883715085983266
809,3.048341401696205
810,4.181035516500474
811,3.6793576097488447
812,1.3372767803668963
813,1.6059364831447565
814,0.7840987858772257
815,0.9890765061378475
816,0.2563676054477708
817,0.8462061021327965
818,0.03394601738452874
819,0.03025823736190958
820,0.09515604269504152
821,0.5327063194513322
822,0.033855147480965186
823,0.04297286391258037
824,0.07943661665916579
825,0.21984014916419925
826,1.4673811917304986
827,0.657956508517267
828,3.9968028886505635e-15
829,0.0
830,0.6220252194404603
831,0.40277461981773177
832,0.40782046270370476
833,0.3149032473564177
834,0.3029899835586596
835,0.2547409108877192
836,0.03750170135498099
837,0.006677567243575044
838,0.11977058136463281
839,0.08992212986946191
840,0.10270947134494945
841,0.14872282230853973
842,0.6170384244918852
843,1.0218717553615586
844,0.0301976683139773
845,0.6725620400905634
846,0.5443241441249833
847,0.8780947256088278
848,0.2364654407501261
849,0.6191239110231366
850,0.08645681786536885
851,0.8912460008859671
852,0.32080045866966556
853,0.5491691676378263
854,0.26291081285476725
855,0.36401661133766083
856,0.23116891884803614
857,0.29548083806038106
858,0.6378121452331529
859,0.10182285571098326
860,0.13566436028480622
861,0.09117497193813406
862,0.08725135791301675
863,0.5397205696105973
864,0.3168500105142589
865,0.2707997324466712
866,0.4768843035697956
867,0.3435415463447573
868,0.5711414942741397
869,0.1258441741466516
870,0.7710767493247954
871,0.13760638141632042
872,0.05774008667469133
873,0.5206850600242627
874,0.5225637409687067
875,0.2872881549596772
876,0.32046095728874224
877,0.08812963628769088
878,1.0006506966352462
879,0.2920976539850222
880,0.003309030771255994
881,0.008773585319518773
882,0.5915817399024978
883,0.5547178809642781
884,0.4077520986795413
885,0.24796448993683295
886,0.2631568094491974
887,0.37713825201988316
888,0.03973087573051437
889,0.08899555730819486
890,0.7377193133831024
891,0.11329037380218132
892,0.0857265996932961
893,0.4463540434837334
894,0.1474642136096973
895,0.08561671781540525
896,0.7984851903915398
897,0.3539868110418305
898,1.0630352811813344
899,0.15519218230247578
900,0.15675438690185794
901,0.2786488171815895
902,0.3816074709892301
903,0.3869388117790198
904,0.678584747791291
905,0.05492242848873019
906,0.5913312151432026
907,0.23111120033264276
908,0.9039164206981642
909,0.4587494318485279
910,0.005243669986723987
911,0.4793939005136485
912,0.90721666157246
913,0.5700056160688383
914,0.22539492428302532
915,0.9839559373855589
916,0.14120980131626026
917,0.12621053791046144
918,0.05237155008315986
919,0.05286371695995573
920,0.3475685834884632
921,0.8341690174341223
922,0.6254321395158766
923,0.05455674159526458
924,1.1866523824930209
925,0.17877322816848784
926,0.3055089139938394
927,1.310160520672797
928,1.725280057549476
929,0.13441041445731816
930,0.006106156468391966
931,0.5032276885509459
932,0.36054282414913064
933,0.5083023953437822
934,0.56833577620983
935,0.7027839183807396
936,0.16382960629462984
937,0.0026992815732953535
938,1.128631403207781
939,0.4007345743179318
940,0.43249652624129853
941,0.6615276675224333
942,0.4096321492195134
943,0.07047287368774402
944,0.07157588601112463
945,0.7134375519752498
946,0.49253676795959755
947,0.8044153132438678
948,0.7799440172910694
949,0.2705540179014221
950,0.6224566234350193
951,0.47569759750365925
952,0.033325502395630036
953,0.054876971244814055
954,0.5705230447053937
955,0.6340094157457359
956,0.04897385501861584
957,0.08888808202743537
958,0.3240655413866036
959,0.14492332148552123
960,0.021343950510025245
961,0.043423586130142855
962,0.08991065263748421
963,0.1571011124849313
964,0.018894207477567537
965,0.5193951516151438
966,0.3589732856750487
967,0.0035214810371400063
968,0.10349085938930536
969,0.11233917129039783
970,1.0002853313684466
971,0.18216094374656733
972,0.4569425104856495
973,0.13223840296268463
974,0.1445366349220265
975,0.24732933568954873
976,0.0241619691848749
977,0.6810697894096398
978,0.7790869683027288
979,0.05011877787113228
980,0.010475928544996016
981,0.02414152514934731
982,0.5534968831539144
983,0.7216823155879992
984,0.07652212142944403
985,1.1150932307243333
986,0.28977015435695486
987,0.12900463807582885
988,0.17306556689739505
989,0.29162244319915676
990,0.401024734377863
991,0.010323862552642282
992,0.5605973559618023
993,0.6277293188571917
994,0.604053181052211
995,0.09409666013717821
996,0.21776017498970024
997,0.8327557510137571
998,0.14879378890991224
999,0.19402266812324864
1000,0.9562552995681735
1001,0.09267954254150501
1002,0.1982734998464606
1003,0.12154798150062884
1004,0.4213095307350163
1005,0.02580157554149798
1006,0.11486798846721769
1007,0.38747918558120564
1008,0.11129435491561956
1009,0.4696368181705477
1010,1.0514260276555998
1011,0.06490918302536075
1012,0.5112364809513084
1013,0.7956613545417777
1014,0.09991959261894268
1015,0.008013012409211484
1016,0.16766211748123094
1017,0.11747652959823363
1018,0.009127455711360533
1019,0.3415547800064085
1020,0.11794925403594725
1021,0.16188197040558183
1022,0.14840120494365427
1023,0.11553199291229532
1024,0.023324698448180747
1025,0.16650447046756534
1026,0.8366330165862998
1027,0.09928278112411437
1028,0.21878935968876023
1029,0.42506278312206236
1030,0.10214258408546328
1031,0.11914332818984663
1032,0.5333244718313217
1033,0.38127693188190315
1034,0.26458892512321464
1035,0.1612456383705152
1036,0.10794764375686583
1037,0.4507458043098458
1038,0.3027484924793198
1039,0.09171619009971899
1040,0.43893052744865546
1041,0.0035884279012652343
1042,0.8464782848358126
1043,0.5317560746669765
1044,0.22480332684516813
1045,0.6420288029909129
1046,0.44020963680744174
1047,0.36822673308849474
1048,0.13741085815429632
1049,0.4787315472364453
1050,0.6379535449743288
1051,0.29386594140529443
1052,0.19953122091293674
1053,0.1439604195356381
1054,0.3195235409736612
1055,0.35836356914043466
1056,0.07612997150421297
1057,0.19240094113350192
1058,0.024460970640183488
1059,0.01611953067779215
1060,0.3731180577278159
1061,0.07639273393153934
1062,0.09986529636383068
1063,0.14887212133407401
1064,0.22655557513236557
1065,0.08975694048404792
1066,0.4157261720895775
1067,0.472542128443719
1068,0.19151220095157684
1069,0.35563029742240904
1070,0.06342157483100763
1071,0.15760986816883138
1072,0.46676936388015644
1073,0.10500981450080893
1074,0.3794781143665329
1075,0.09459065902233199
1076,0.20623692190646947
1077,0.5079189555645005
1078,0.06690439653396929
1079,1.3087719063758845
1080,1.5397958562374126
1081,0.25325039756298073
1082,0.5548689500093502
1083,0.21744287812709517
1084,0.486364932060241
1085,0.17433974039554823
1086,0.024674683213233184
1087,0.6979730291366604
1088,0.5417145056724544
1089,0.12251219606399588
1090,0.28137028908729356
1091,0.11100718355178918
1092,0.26846823656558993
1093,0.5704185601472842
1094,0.07237738752365441
1095,0.809277472853656
1096,0.33274440872669686
1097,0.08660004377365116
1098,0.17751531243324514
1099,0.11557318973540909
1100,0.030789346694948705
1101,0.7213566503524791
1102,0.12834305357933062
1103,0.10977678680419656
1104,0.07759974098206435
1105,0.02531920719146985
1106,0.9649607532024381
1107,1.9005400824546816
1108,0.28476556515693785
1109,0.027262400627136696
1110,0.6737216898202885
1111,0.08526768136024332
1112,0.03327941656112765
1113,1.9235130627155352
1114,0.1157411282062526
1115,0.35347584712505586
1116,0.49870282006263933
1117,0.9884849361181258
1118,1.3975103597640974
1119,7.993605777301127e-15
1120,0.5105704709291445
1121,0.16585581314563935
1122,0.13667483544349768
1123,1.3283491075038905
1124,0.07476535081863656
1125,0.5117233314514146
1126,0.23927584350109
1127,0.5724777145385729
1128,0.35893165838718843
1129,0.024713645219803126
1130,0.4932343133687964
1131,0.2069286310672731
1132,1.2069687948226915
1133,0.016664132773872353
1134,0.06051613616943996
1135,0.10977577733993726
1136,0.18836380720138202
1137,0.23392342567443802
1138,0.2009890636205669
1139,0.08073211979865969
1140,0.15906319534778535
1141,0.7582723524570492
1142,0.10029727089404838
1143,0.5680712273120885
1144,0.8494240013360992
1145,0.21562394356727643
1146,0.21703194475174126
1147,0.0
1148,3.9968028886505635e-15
1149,1.5438952229022984
1150,4.884981308350689e-15
1151,0.5467595297098162
1152,0.09765564513206448
1153,0.7603723803758617
1154,0.32391708266735075
1155,0.3250458869934132
1156,0.42408519685268553
1157,0.1665338708162305
1158,0.1948589501380935
1159,0.2823816065788285
1160,0.46243043804168815
1161,0.0389812248945236
1162,0.029156268954276143
1163,0.5324031977653498
1164,0.30271413409710046
1165,0.3449686004519452
1166,0.02771750366688064
1167,0.9479370522499071
1168,0.7120392196178424
1169,0.14991539001464838
1170,0.9977445527315143
1171,0.35828787088394143
1172,0.48850599253177673
1173,0.22501491761207681
1174,0.19942207992076844
1175,0.13191896378993917
1176,0.5072481405735023
1177,0.18591704499721606
1178,1.0115328123569478
1179,0.9501153721809383
1180,0.6579063435792931
1181,0.6317640312910076
1182,0.15230298733711356
1183,0.35072162389755057
1184,1.7484024751186378
1185,0.06737200093269191
1186,0.1964134844541543
1187,0.32228710603714195
1188,0.8527803719043727
1189,0.08101780700683392
1190,0.032181100845341426
1191,0.6774284046888359
1192,0.6470215002298341
1193,0.10073641979694392
1194,0.14495019543170784
1195,0.028258127927779597
1196,0.47224237298965255
1197,0.23018990457057953
1198,0.11816458070278224
1199,0.3298407694101315
1200,0.7513863719701734
1201,0.1780653088092805
1202,0.023214738488196662
1203,0.9308835512399658
1204,0.5040361251831054
1205,0.6016472207307819
1206,0.27592684066295625
1207,0.012147210121154828
1208,0.16079909074306453
1209,1.1103005994558348
1210,0.5571639467477771
1211,0.15935646259784608
1212,0.09307952976226863
1213,0.28795927143097
1214,1.1239863371849035
1215,0.3893950178623209
1216,0.060407135009767465
1217,0.2460323131084423
1218,0.10578369927406683
1219,0.4212627768516537
1220,0.027263126611712707
1221,0.09737999927997398
1222,0.6348180816173579
1223,0.12600460517406376
1224,0.04045129847526585
1225,0.039149671554561394
1226,0.12540186405181775
1227,0.09256037712097243
1228,0.24757421624660525
1229,0.10302484583854898
1230,0.04818851983547301
1231,0.36543586182594345
1232,0.7101898802518813
1233,0.05932222282886457
1234,0.14254643630981834
1235,0.49051826167106705
1236,0.02477884078026049
1237,0.9534762860536548
1238,0.10215452456474194
1239,0.008562331199643225
1240,0.16942906606197328
1241,0.19033665430545765
1242,0.08924920415878779
1243,0.9494939500093449
1244,0.22246364486217152
1245,0.21396185648441257
1246,0.6579689657688133
1247,0.04864077353477558
1248,0.0640568009614948
1249,0.317449859499932
1250,0.07748285222053575
1251,0.13955446279048456
1252,0.12544991970062114
