,A_atomic_hfomo,A_atomic_hpomo,A_atomic_lfumo,A_atomic_lpumo,A_atomic_ea,A_atomic_ip,A_atomic_ea_by_half_charged_homo,A_atomic_ip_by_half_charged_homo,A_atomic_r_s_neg_1,A_atomic_r_val_neg_1,A_atomic_r_s_neg_05,A_atomic_r_s,A_atomic_r_val,A_atomic_r_s_05,A_atomic_r_val_05,A_atomic_r_s_1,A_atomic_r_d_1,A_atomic_r_val_1,A_X,A_atomic_ie_1,A_atomic_ie_2,A_atomic_ndval,A_atomic_nfunf,A_atomic_nfval,A_atomic_nunf,A_atomic_nval,A_atomic_phi,A_atomic_pol,B_atomic_hfomo,B_atomic_hpomo,B_atomic_lfumo,B_atomic_lpumo,B_atomic_ea,B_atomic_ip,B_atomic_ea_by_half_charged_homo,B_atomic_ip_by_half_charged_homo,B_atomic_r_s_neg_1,B_atomic_r_p_neg_1,B_atomic_r_val_neg_1,B_atomic_r_s_neg_05,B_atomic_r_d_neg_05,B_atomic_r_val_neg_05,B_atomic_r_s,B_atomic_r_d,B_atomic_r_val,B_atomic_r_s_05,B_atomic_r_d_05,B_atomic_r_val_05,B_atomic_r_s_1,B_atomic_r_d_1,B_atomic_r_val_1,B_X,B_atomic_ie_1,B_atomic_ie_2,B_atomic_ndunf,B_atomic_ndval,B_atomic_npunf,B_atomic_npval,B_atomic_nunf,B_atomic_nval,B_atomic_phi,B_atomic_pol,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char
25,-9.98412991774283,-2.0174499833786497,-2.0174499833786497,-2.0174499833786497,0.5782229955112802,4.86344786009144,0.6071399949978998,4.806619960399257,1.12065,1.77235,1.1118500000000002,1.10255,1.57675,1.09325,1.5034500000000002,1.08445,0.5891500000000001,1.08445,1.62,6.108194,20.4283,10.0,0.0,14.0,5.0,27.0,3.9,7.55,-4.966219959084347,-4.334109964292169,-4.334109964292169,-4.334109964292169,-0.5117665957745332,7.220987540517275,-0.4593499962155108,7.633379937110171,1.7630500000000002,0.81215,0.81225,1.6623500000000002,0.79335,0.79335,1.57855,0.77725,0.77725,1.5450500000000005,0.7724500000000001,0.7724500000000001,1.5635500000000002,0.78035,0.78045,1.6,6.75885,14.0,6.0,4.0,0.0,0.0,7.0,5.0,4.05,15.7,8.0,81.0,73.0,29.2,25.439999999999998,8.0,47.0,87.0,40.0,76.8,12.24,87.0,15.9994,204.3833,188.38389999999998,69.057576,63.66981119999999,15.9994,54.8,2750.0,2695.2,698.28,820.6880000000001,54.8,5.0,16.0,11.0,13.2,3.3600000000000003,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,164.0,98.0,101.4,42.480000000000004,66.0,1.6,3.44,1.8399999999999999,2.708,0.8783999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.8,3.3599999999999994,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,5.0,27.0,22.0,10.0,6.8,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,9.105,26.91,17.805,14.481,6.4512,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,1.8,2.6,2.8,2.8,True,0.5710436013209269,0.1361038038545312
26,-4.223479965203628,-4.223479965203628,-4.223479965203628,-4.223479965203628,-1.2663014895804272,7.40907553898782,-1.25531998965768,7.365979939313225,1.48015,1.48015,1.4059500000000005,1.3480500000000002,1.3480500000000002,1.3039500000000002,1.3039500000000002,1.2689500000000002,0.54625,0.54635,1.93,7.57623,21.47746,10.0,0.0,0.0,1.0,11.0,4.35,6.99,-5.759149952551562,-3.2789299729855776,-3.2789299729855776,-3.2789299729855776,0.4737484960256682,7.382372439109225,0.5112999957875057,7.315779939726812,1.61495,0.88015,0.8802500000000001,1.53835,0.85955,0.85955,1.47405,0.84265,0.84265,1.4223500000000002,0.82845,0.82845,1.3818500000000002,0.81665,0.81665,1.5,7.54957,0.0,7.0,3.0,0.0,0.0,7.0,19.0,4.05,13.1,8.0,73.0,65.0,28.8,24.96,8.0,48.0,87.0,39.0,74.8,14.64,87.0,15.9994,180.94788,164.94848,67.362856,61.6361472,15.9994,54.8,3290.0,3235.2,937.866,1059.6792,54.8,5.0,16.0,11.0,12.8,3.84,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,170.0,104.0,102.6,43.92,66.0,1.5,3.44,1.94,2.75,0.8280000000000001,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.6,3.12,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,19.0,13.0,9.6,4.32,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.8,1.6799999999999997,2.0,9.105,18.12,9.015,12.353,3.8975999999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,1.8,2.4,2.6,2.8,True,0.6097235715364788,0.12711238841866573
27,-2.019969983357888,-2.019969983357888,-0.4701099961268615,-0.4701099961268615,0.8464991929314734,4.172045865545114,2.6839699778873296,6.535999946151256,1.94775,1.3759500000000002,1.94245,1.89495,0.30575,1.82175,1.82625,1.82645,1.09915,1.82645,1.2,6.1498,12.09,1.0,7.0,7.0,16.0,10.0,3.2,23.5,-8.290709931694568,-2.3619499805403863,-2.3619499805403863,-2.3619499805403863,0.4441415743394725,5.425257643300485,0.4751699960851733,5.362649955818243,1.15315,0.0,1.6294500000000005,1.1298500000000002,0.0,0.0,1.1057500000000002,0.0,1.43935,1.0813500000000005,0.0,1.3516500000000002,1.0573500000000002,0.0,1.0573500000000002,1.61,5.985768,18.82855,0.0,0.0,5.0,1.0,5.0,3.0,4.2,6.8,8.0,64.0,56.0,20.2,17.52,8.0,27.0,87.0,60.0,72.2,18.08,87.0,15.9994,157.25,141.2506,46.44594772,44.321620912,15.9994,54.8,1586.0,1531.2,536.7740000000001,578.3688,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,196.0,130.0,103.0,44.4,66.0,1.2,3.44,2.24,2.6260000000000003,0.9767999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,3.0,10.0,7.0,6.2,1.52,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,16.0,14.0,5.4,4.24,2.0,9.105,32.05,22.944999999999997,15.169,7.2768,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,2.0,2.6,0.2,1.4,True,0.7147530549426948,0.15546731216114185
28,-3.451029971567682,-1.2011099901043047,-1.2011099901043047,-1.2011099901043047,1.590597686891269,5.774711452508859,1.0662699912152236,6.262719948402754,2.14415,0.33645,2.08705,1.9885500000000005,0.33765,1.87925,0.33615,1.84795,0.0,0.33695,1.13,5.582,10.9,0.0,9.0,5.0,9.0,7.0,3.19,30.1,-8.68299992846257,-2.2182599817242177,-2.2182599817242177,-2.2182599817242177,0.4213267965101795,5.093764258043412,0.4494599962969925,5.036199958507796,1.17515,0.49265,1.7342500000000003,1.16095,0.49265,0.49265,1.1461500000000002,0.49255,1.54635,1.1317500000000005,0.49245,1.47205,1.1182500000000002,0.49235,1.1182500000000002,1.78,5.78636,18.8703,0.0,10.0,5.0,1.0,5.0,13.0,3.9,9.65,8.0,61.0,53.0,26.8,22.560000000000002,8.0,21.0,87.0,66.0,71.4,20.159999999999997,87.0,15.9994,145.0,129.0006,61.56323999999999,54.676608,15.9994,54.8,1373.0,1318.2,393.43,406.35599999999994,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,199.0,133.0,107.8,50.160000000000004,66.0,1.155,3.44,2.285,2.6510000000000002,0.9468,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,5.0,5.0,1.0,1.6,0.0,6.0,13.0,7.0,7.6,2.1599999999999997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,33.8425,24.7375,17.0835,9.574200000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,73.8,74.16,12.0,2.0,2.6,2.0,1.0,True,0.7365851201998697,0.15214436184445657
29,-4.630999961846156,-4.630999961846156,-4.630999961846156,-4.630999961846156,-1.562114587182902,7.937668534658892,-1.5412099873022915,7.900049934913133,1.00025,1.39495,0.99675,0.99285,1.31075,0.98865,1.28015,0.98425,0.54645,1.25575,2.02,7.2855,16.703,10.0,0.0,14.0,3.0,29.0,4.15,0.4,-8.68299992846257,-2.2182599817242177,-2.2182599817242177,-2.2182599817242177,0.4213267965101795,5.093764258043412,0.4494599962969925,5.036199958507796,1.17515,0.49265,1.7342500000000003,1.16095,0.49265,0.49265,1.1461500000000002,0.49255,1.54635,1.1317500000000005,0.49245,1.47205,1.1182500000000002,0.49235,1.1182500000000002,1.78,5.78636,18.8703,0.0,10.0,5.0,1.0,5.0,13.0,3.9,9.65,8.0,83.0,75.0,31.2,27.839999999999996,8.0,75.0,87.0,12.0,84.4,3.7599999999999967,87.0,15.9994,208.9804,192.981,74.35932,70.03190400000001,15.9994,54.8,544.4,489.59999999999997,227.70999999999998,207.49200000000002,54.8,13.0,16.0,3.0,15.2,0.9600000000000002,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,148.0,82.0,97.6,37.92,66.0,1.78,3.44,1.66,2.8240000000000003,0.7392,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,3.2,0.96,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,29.0,23.0,12.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.8,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,2.8,0.96,2.0,9.105,32.95,23.845000000000002,16.905,9.360000000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,139.0,127.0,37.4,40.64,12.0,2.0,3.2,4.0,2.8,True,0.4978718936931531,0.10783062288571761
30,-6.022689950380311,-6.022689950380311,-0.5626999953640318,-0.5626999953640318,1.603151386824186,9.39452962261901,1.640269986486157,9.382959922695743,1.3031500000000005,1.97285,1.27235,1.2434500000000002,1.2434500000000002,1.21375,1.21375,1.1901500000000005,0.51725,1.1901500000000005,1.69,8.99382,16.90831,10.0,0.0,0.0,0.0,12.0,4.05,7.32,-12.664359895660976,-3.7823299688381695,-3.7823299688381695,-3.7823299688381695,-0.612054094944619,7.280624070018371,-0.579449995226032,7.220969940507932,0.93865,0.26645,1.3239500000000002,0.93145,0.26645,0.26645,0.92365,0.26645,1.18975,0.91555,0.26645,1.1424500000000002,0.90725,0.26635,1.1062500000000002,2.01,7.89943,15.93461,0.0,10.0,4.0,2.0,4.0,14.0,4.55,5.84,8.0,48.0,40.0,20.8,15.360000000000003,8.0,70.0,87.0,17.0,82.0,6.0,87.0,15.9994,112.411,96.4116,46.60984,36.732528,15.9994,54.8,1211.4,1156.6000000000001,394.004,407.0448,54.8,12.0,16.0,4.0,14.8,1.44,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,144.0,78.0,92.4,31.68,66.0,1.69,3.44,1.75,2.804,0.7632000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.8,3.3600000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,9.105,23.005,13.899999999999999,13.963,5.829599999999999,9.105,0.0,0.383,0.383,0.0766,0.12256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,2.0,2.8,4.0,0.0,True,0.5349568118659437,0.11323457070740495
31,-2.3584199805694688,-2.3584199805694688,-2.3584199805694688,-2.3584199805694688,-7.773939136038727,-3.0077233752969903,2.1781999820542635,6.07905994991589,2.13695,0.42285,2.07105,1.93325,0.31375,1.8591500000000003,0.31355,1.81675,0.0,0.31375,1.2,5.67038,11.25,0.0,7.0,7.0,7.0,9.0,2.5,27.7,-4.648009961706013,-3.055889974823158,-3.055889974823158,-3.055889974823158,0.5037961558380569,7.098576891509628,0.5568399954123112,7.006299942276553,1.8534500000000005,0.90935,0.90925,1.7616500000000002,0.8783500000000001,0.8783500000000001,1.67355,0.85375,0.85375,1.5971500000000003,0.83435,0.83435,1.5435500000000002,0.82115,0.82115,1.33,6.6339,13.1,8.0,2.0,0.0,0.0,8.0,4.0,3.45,17.9,8.0,63.0,55.0,25.4,20.880000000000003,8.0,25.0,87.0,62.0,66.0,25.2,87.0,15.9994,151.964,135.9646,58.23724,50.685407999999995,15.9994,54.8,2128.0,2073.2,677.48,747.216,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,198.0,132.0,114.2,57.84000000000001,66.0,1.185,3.44,2.255,2.567,1.0475999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,4.0,9.0,5.0,6.2,1.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,8.0,6.0,4.2,2.6399999999999997,2.0,9.105,36.46,27.355,17.394,9.9468,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,2.0,2.4,0.4,1.4,True,0.7147530549426948,0.16651138389881504
32,-2.2273099816496567,-2.2273099816496567,-2.2273099816496567,-2.2273099816496567,-0.347925887129317,4.162399025703636,-0.3497299971186473,4.147669965828211,2.59365,2.59365,2.38825,2.23685,2.23685,2.13415,2.13415,0.5699500000000001,0.0,0.6113500000000001,0.8200000000000001,4.3406633,31.63,0.0,0.0,0.0,1.0,1.0,2.25,43.23,-4.966219959084347,-4.334109964292169,-4.334109964292169,-4.334109964292169,-0.5117665957745332,7.220987540517275,-0.4593499962155108,7.633379937110171,1.7630500000000002,0.81215,0.81225,1.6623500000000002,0.79335,0.79335,1.57855,0.77725,0.77725,1.5450500000000005,0.7724500000000001,0.7724500000000001,1.5635500000000002,0.78035,0.78045,1.6,6.75885,14.0,6.0,4.0,0.0,0.0,7.0,5.0,4.05,15.7,8.0,41.0,33.0,16.8,10.559999999999999,8.0,3.0,87.0,84.0,62.2,29.76,87.0,15.9994,92.90638,76.90698,36.000576,24.0014112,15.9994,54.8,2750.0,2695.2,650.1859999999999,839.9256000000001,54.8,1.0,16.0,15.0,10.8,6.24,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,203.0,137.0,113.0,56.4,66.0,0.82,3.44,2.62,2.548,1.0704,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.52,6.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.8,1.6799999999999997,2.0,9.105,73.1066666667,64.00166666669999,23.72033333334,19.754533333344,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,1.6,2.4,0.8,0.0,True,0.8202341305415322,0.17259723237518118
33,-9.98412991774283,-2.0174499833786497,-2.0174499833786497,-2.0174499833786497,0.5782229955112802,4.86344786009144,0.6071399949978998,4.806619960399257,1.12065,1.77235,1.1118500000000002,1.10255,1.57675,1.09325,1.5034500000000002,1.08445,0.5891500000000001,1.08445,1.62,6.108194,20.4283,10.0,0.0,14.0,5.0,27.0,3.9,7.55,-5.759149952551562,-3.2789299729855776,-3.2789299729855776,-3.2789299729855776,0.4737484960256682,7.382372439109225,0.5112999957875057,7.315779939726812,1.61495,0.88015,0.8802500000000001,1.53835,0.85955,0.85955,1.47405,0.84265,0.84265,1.4223500000000002,0.82845,0.82845,1.3818500000000002,0.81665,0.81665,1.5,7.54957,0.0,7.0,3.0,0.0,0.0,7.0,19.0,4.05,13.1,8.0,81.0,73.0,35.6,33.120000000000005,8.0,48.0,87.0,39.0,77.0,12.0,87.0,15.9994,204.3833,188.38389999999998,86.665876,84.79977120000001,15.9994,54.8,3290.0,3235.2,806.28,993.488,54.8,5.0,16.0,11.0,13.2,3.3600000000000003,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,170.0,104.0,102.6,43.92,66.0,1.5,3.44,1.94,2.688,0.9023999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.6,3.12,0.0,0.0,14.0,14.0,5.6,6.719999999999999,0.0,6.0,27.0,21.0,12.8,8.16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,9.105,26.91,17.805,14.469,6.4368,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,2.0,2.6,2.6,5.6,True,0.6097235715364788,0.14088514159115104
34,-2.781479977083966,-2.781479977083966,-1.072319991165379,-1.072319991165379,2.903782976091173,6.083155549909696,1.8723199845743448,6.376199947467815,2.11275,1.31275,2.09185,2.02515,0.34785,1.9116500000000003,0.34915,1.92685,0.0,1.92685,1.14,5.525,10.72,0.0,10.0,4.0,10.0,6.0,3.19,31.4,-8.68299992846257,-2.2182599817242177,-2.2182599817242177,-2.2182599817242177,0.4213267965101795,5.093764258043412,0.4494599962969925,5.036199958507796,1.17515,0.49265,1.7342500000000003,1.16095,0.49265,0.49265,1.1461500000000002,0.49255,1.54635,1.1317500000000005,0.49245,1.47205,1.1182500000000002,0.49235,1.1182500000000002,1.78,5.78636,18.8703,0.0,10.0,5.0,1.0,5.0,13.0,3.9,9.65,8.0,60.0,52.0,26.6,22.32,8.0,19.0,87.0,68.0,71.0,20.8,87.0,15.9994,144.242,128.24259999999998,61.41164,54.494688,15.9994,54.8,1294.0,1239.2,377.63,387.396,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,201.0,135.0,108.2,50.64,66.0,1.14,3.44,2.3,2.648,0.9503999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,13.0,7.0,7.4,2.24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,4.2,2.6399999999999997,2.0,9.105,34.81,25.705000000000002,17.277,9.8064,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,73.8,74.16,12.0,2.0,2.6,2.0,0.8,True,0.7335317021864758,0.15166169502231777
35,-1.9539099839021423,-1.9539099839021423,-1.9539099839021423,-1.9539099839021423,-0.3036118975140773,3.6984121695097367,-0.3121499974282611,3.673269969736694,3.01135,3.01135,2.78135,2.58495,2.58495,2.45185,2.45185,0.81755,0.38145,0.94155,0.79,3.893905,23.15744,0.0,0.0,0.0,1.0,1.0,1.95,59.42,-5.759149952551562,-3.2789299729855776,-3.2789299729855776,-3.2789299729855776,0.4737484960256682,7.382372439109225,0.5112999957875057,7.315779939726812,1.61495,0.88015,0.8802500000000001,1.53835,0.85955,0.85955,1.47405,0.84265,0.84265,1.4223500000000002,0.82845,0.82845,1.3818500000000002,0.81665,0.81665,1.5,7.54957,0.0,7.0,3.0,0.0,0.0,7.0,19.0,4.05,13.1,8.0,73.0,65.0,30.4,26.879999999999995,8.0,5.0,87.0,82.0,62.8,29.04,87.0,15.9994,180.94788,164.94848,72.37030638,67.645087656,15.9994,54.8,3290.0,3235.2,751.1980000000001,1015.5208,54.8,1.0,16.0,15.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,244.0,178.0,122.4,67.67999999999999,66.0,0.79,3.44,2.65,2.522,1.1016,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,1.0,19.0,18.0,7.6,4.56,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.8,1.6799999999999997,2.0,9.105,115.765,106.66,32.239999999999995,33.41,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,1.8,2.4,0.6,2.8,True,0.8272007909708047,0.17716721123336404
