,formula,A1,A1_ratio,nA1,A2,A2_ratio,nA2,B1,B1_ratio,B2,B2_ratio,X,X_ratio,Ra,Rb,Rx,nA
11216,Pr1Hf0.9Ga0.1O3,Pr,1,3,Pr,0,3,Ga,0.1,Hf,0.9,O,3,1.304,0.7010000000000001,1.4,3
11217,Pr1Ti0.9Ga0.1O3,Pr,1,3,Pr,0,3,Ga,0.1,Ti,0.9,O,3,1.304,0.6065,1.4,3
11218,Pr1Ga0.1Si0.9O3,Pr,1,3,Pr,0,3,Ga,0.1,Si,0.9,O,3,1.304,0.42200000000000004,1.4,3
11219,Pr1Ta0.9Ga0.1O3,Pr,1,3,Pr,0,3,Ga,0.1,Ta,0.9,O,3,1.304,0.6380000000000001,1.4,3
11220,Pr1Al0.9Ga0.1O3,Pr,1,3,Pr,0,3,Ga,0.1,Al,0.9,O,3,1.304,0.5435000000000001,1.4,3
11221,Pr1Ga0.1Sb0.9O3,Pr,1,3,Pr,0,3,Ga,0.1,Sb,0.9,O,3,1.304,0.6020000000000001,1.4,3
11222,Ce0.9Pr1Ga0.1O3,Pr,1,3,Pr,0,3,Ga,0.1,Ce,0.9,O,3,1.304,0.845,1.4,3
11223,Pr1Cr0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Cr,0.9,O,3,1.304,0.5935,1.4,3
11224,Pr1Co0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Co,0.9,O,3,1.304,0.5890000000000001,1.4,3
11225,Pr1Fe0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Fe,0.9,O,3,1.304,0.6205,1.4,3
11226,Pr1Nb0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Nb,0.9,O,3,1.304,0.6160000000000001,1.4,3
11227,Pr1In0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,In,0.9,O,3,1.304,0.7600000000000001,1.4,3
11228,Pr1Er0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Er,0.9,O,3,1.304,0.8410000000000001,1.4,3
11229,Pr1Si0.1Sn0.9O3,Pr,1,3,Pr,0,3,Si,0.1,Sn,0.9,O,3,1.304,0.661,1.4,3
11230,Pr1Zr0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Zr,0.9,O,3,1.304,0.6880000000000001,1.4,3
11231,Pr1Be0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Be,0.9,O,3,1.304,0.44500000000000006,1.4,3
11232,Pr1Si0.1Ge0.9O3,Pr,1,3,Pr,0,3,Si,0.1,Ge,0.9,O,3,1.304,0.517,1.4,3
11233,Pr1Hf0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Hf,0.9,O,3,1.304,0.679,1.4,3
11234,Pr1Ti0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Ti,0.9,O,3,1.304,0.5845,1.4,3
11235,Pr1Ga0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Ga,0.9,O,3,1.304,0.5980000000000001,1.4,3
11236,Pr1Ta0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Ta,0.9,O,3,1.304,0.6160000000000001,1.4,3
11237,Pr1Al0.9Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Al,0.9,O,3,1.304,0.5215000000000001,1.4,3
11238,Pr1Si0.1Sb0.9O3,Pr,1,3,Pr,0,3,Si,0.1,Sb,0.9,O,3,1.304,0.5800000000000001,1.4,3
11239,Ce0.9Pr1Si0.1O3,Pr,1,3,Pr,0,3,Si,0.1,Ce,0.9,O,3,1.304,0.8230000000000001,1.4,3
11240,Pr1Ta0.1Cr0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Cr,0.9,O,3,1.304,0.6174999999999999,1.4,3
11241,Pr1Ta0.1Co0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Co,0.9,O,3,1.304,0.613,1.4,3
11242,Pr1Ta0.1Fe0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Fe,0.9,O,3,1.304,0.6445000000000001,1.4,3
11243,Pr1Ta0.1Nb0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Nb,0.9,O,3,1.304,0.6400000000000001,1.4,3
11244,Pr1Ta0.1In0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,In,0.9,O,3,1.304,0.784,1.4,3
11245,Pr1Er0.9Ta0.1O3,Pr,1,3,Pr,0,3,Ta,0.1,Er,0.9,O,3,1.304,0.865,1.4,3
11246,Pr1Ta0.1Sn0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Sn,0.9,O,3,1.304,0.685,1.4,3
11247,Pr1Zr0.9Ta0.1O3,Pr,1,3,Pr,0,3,Ta,0.1,Zr,0.9,O,3,1.304,0.712,1.4,3
11248,Pr1Ta0.1Be0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Be,0.9,O,3,1.304,0.46900000000000003,1.4,3
11249,Pr1Ta0.1Ge0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Ge,0.9,O,3,1.304,0.541,1.4,3
11250,Pr1Hf0.9Ta0.1O3,Pr,1,3,Pr,0,3,Ta,0.1,Hf,0.9,O,3,1.304,0.7030000000000001,1.4,3
11251,Pr1Ta0.1Ti0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Ti,0.9,O,3,1.304,0.6085,1.4,3
11252,Pr1Ta0.1Ga0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Ga,0.9,O,3,1.304,0.6220000000000001,1.4,3
11253,Pr1Ta0.1Si0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Si,0.9,O,3,1.304,0.42400000000000004,1.4,3
11254,Pr1Ta0.1Al0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Al,0.9,O,3,1.304,0.5455000000000001,1.4,3
11255,Pr1Ta0.1Sb0.9O3,Pr,1,3,Pr,0,3,Ta,0.1,Sb,0.9,O,3,1.304,0.6040000000000001,1.4,3
11256,Ce0.9Pr1Ta0.1O3,Pr,1,3,Pr,0,3,Ta,0.1,Ce,0.9,O,3,1.304,0.847,1.4,3
11257,Pr1Al0.1Cr0.9O3,Pr,1,3,Pr,0,3,Al,0.1,Cr,0.9,O,3,1.304,0.607,1.4,3
11258,Pr1Al0.1Co0.9O3,Pr,1,3,Pr,0,3,Al,0.1,Co,0.9,O,3,1.304,0.6025,1.4,3
11259,Pr1Al0.1Fe0.9O3,Pr,1,3,Pr,0,3,Al,0.1,Fe,0.9,O,3,1.304,0.634,1.4,3
11260,Pr1Nb0.9Al0.1O3,Pr,1,3,Pr,0,3,Al,0.1,Nb,0.9,O,3,1.304,0.6295000000000001,1.4,3
11261,Pr1Al0.1In0.9O3,Pr,1,3,Pr,0,3,Al,0.1,In,0.9,O,3,1.304,0.7735000000000001,1.4,3
11262,Pr1Er0.9Al0.1O3,Pr,1,3,Pr,0,3,Al,0.1,Er,0.9,O,3,1.304,0.8545,1.4,3
11263,Pr1Al0.1Sn0.9O3,Pr,1,3,Pr,0,3,Al,0.1,Sn,0.9,O,3,1.304,0.6745,1.4,3
11264,Pr1Zr0.9Al0.1O3,Pr,1,3,Pr,0,3,Al,0.1,Zr,0.9,O,3,1.304,0.7015,1.4,3
11265,Pr1Be0.9Al0.1O3,Pr,1,3,Pr,0,3,Al,0.1,Be,0.9,O,3,1.304,0.4585,1.4,3
11266,Pr1Al0.1Ge0.9O3,Pr,1,3,Pr,0,3,Al,0.1,Ge,0.9,O,3,1.304,0.5305000000000001,1.4,3
11267,Pr1Hf0.9Al0.1O3,Pr,1,3,Pr,0,3,Al,0.1,Hf,0.9,O,3,1.304,0.6925,1.4,3
11268,Pr1Ti0.9Al0.1O3,Pr,1,3,Pr,0,3,Al,0.1,Ti,0.9,O,3,1.304,0.598,1.4,3
11269,Pr1Al0.1Ga0.9O3,Pr,1,3,Pr,0,3,Al,0.1,Ga,0.9,O,3,1.304,0.6115,1.4,3
11270,Pr1Al0.1Si0.9O3,Pr,1,3,Pr,0,3,Al,0.1,Si,0.9,O,3,1.304,0.41350000000000003,1.4,3
11271,Pr1Ta0.9Al0.1O3,Pr,1,3,Pr,0,3,Al,0.1,Ta,0.9,O,3,1.304,0.6295000000000001,1.4,3
11272,Pr1Al0.1Sb0.9O3,Pr,1,3,Pr,0,3,Al,0.1,Sb,0.9,O,3,1.304,0.5935,1.4,3
11273,Ce0.9Pr1Al0.1O3,Pr,1,3,Pr,0,3,Al,0.1,Ce,0.9,O,3,1.304,0.8365,1.4,3
11274,Pr1Cr0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Cr,0.9,O,3,1.304,0.6565,1.4,3
11275,Pr1Co0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Co,0.9,O,3,1.304,0.652,1.4,3
11276,Pr1Fe0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Fe,0.9,O,3,1.304,0.6835,1.4,3
11277,Pr1Nb0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Nb,0.9,O,3,1.304,0.679,1.4,3
11278,Pr1In0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,In,0.9,O,3,1.304,0.8230000000000001,1.4,3
11279,Pr1Sn0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Sn,0.9,O,3,1.304,0.724,1.4,3
11280,Pr1Zr0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Zr,0.9,O,3,1.304,0.751,1.4,3
11281,Pr1Be0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Be,0.9,O,3,1.304,0.508,1.4,3
11282,Pr1Ge0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Ge,0.9,O,3,1.304,0.5800000000000001,1.4,3
11283,Pr1Hf0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Hf,0.9,O,3,1.304,0.742,1.4,3
11284,Pr1Ti0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Ti,0.9,O,3,1.304,0.6475,1.4,3
11285,Pr1Ga0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Ga,0.9,O,3,1.304,0.661,1.4,3
11286,Pr1Si0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Si,0.9,O,3,1.304,0.4630000000000001,1.4,3
11287,Pr1Ta0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Ta,0.9,O,3,1.304,0.679,1.4,3
11288,Pr1Al0.9Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Al,0.9,O,3,1.304,0.5845,1.4,3
11289,Pr1Bi0.1B0.9O3,Pr,1,3,Pr,0,3,Bi,0.1,B,0.9,O,3,1.304,0.34600000000000003,1.4,3
11290,Pr1Bi0.1Sb0.9O3,Pr,1,3,Pr,0,3,Bi,0.1,Sb,0.9,O,3,1.304,0.643,1.4,3
11291,Ce0.9Pr1Bi0.1O3,Pr,1,3,Pr,0,3,Bi,0.1,Ce,0.9,O,3,1.304,0.886,1.4,3
11292,Pr1Cr0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Cr,0.9,O,3,1.304,0.5805,1.4,3
11293,Pr1Co0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Co,0.9,O,3,1.304,0.5760000000000001,1.4,3
11294,Pr1Fe0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Fe,0.9,O,3,1.304,0.6075,1.4,3
11295,Pr1Nb0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Nb,0.9,O,3,1.304,0.6030000000000001,1.4,3
11296,Pr1In0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,In,0.9,O,3,1.304,0.7470000000000001,1.4,3
11297,Pr1Er0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Er,0.9,O,3,1.304,0.8280000000000001,1.4,3
11298,Pr1Sn0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Sn,0.9,O,3,1.304,0.648,1.4,3
11299,Pr1Zr0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Zr,0.9,O,3,1.304,0.675,1.4,3
11300,Pr1Be0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Be,0.9,O,3,1.304,0.43200000000000005,1.4,3
11301,Pr1Ge0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Ge,0.9,O,3,1.304,0.504,1.4,3
11302,Pr1Hf0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Hf,0.9,O,3,1.304,0.666,1.4,3
11303,Pr1Ti0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Ti,0.9,O,3,1.304,0.5715,1.4,3
11304,Pr1Ga0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Ga,0.9,O,3,1.304,0.5850000000000001,1.4,3
11305,Pr1Si0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Si,0.9,O,3,1.304,0.38700000000000007,1.4,3
11306,Pr1Ta0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Ta,0.9,O,3,1.304,0.6030000000000001,1.4,3
11307,Pr1Al0.9B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Al,0.9,O,3,1.304,0.5085000000000001,1.4,3
11308,Pr1B0.1Sb0.9O3,Pr,1,3,Pr,0,3,B,0.1,Sb,0.9,O,3,1.304,0.5670000000000001,1.4,3
11309,Ce0.9Pr1B0.1O3,Pr,1,3,Pr,0,3,B,0.1,Ce,0.9,O,3,1.304,0.81,1.4,3
11310,Pr1Cr0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Cr,0.9,O,3,1.304,0.6134999999999999,1.4,3
11311,Pr1Co0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Co,0.9,O,3,1.304,0.609,1.4,3
11312,Pr1Fe0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Fe,0.9,O,3,1.304,0.6405000000000001,1.4,3
11313,Pr1Nb0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Nb,0.9,O,3,1.304,0.6360000000000001,1.4,3
11314,Pr1In0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,In,0.9,O,3,1.304,0.78,1.4,3
11315,Pr1Er0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Er,0.9,O,3,1.304,0.861,1.4,3
11316,Pr1Sn0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Sn,0.9,O,3,1.304,0.681,1.4,3
11317,Pr1Zr0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Zr,0.9,O,3,1.304,0.708,1.4,3
11318,Pr1Be0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Be,0.9,O,3,1.304,0.465,1.4,3
11319,Pr1Ge0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Ge,0.9,O,3,1.304,0.537,1.4,3
11320,Pr1Hf0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Hf,0.9,O,3,1.304,0.6990000000000001,1.4,3
11321,Pr1Ti0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Ti,0.9,O,3,1.304,0.6045,1.4,3
11322,Pr1Ga0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Ga,0.9,O,3,1.304,0.6180000000000001,1.4,3
11323,Pr1Si0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Si,0.9,O,3,1.304,0.42000000000000004,1.4,3
11324,Pr1Ta0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Ta,0.9,O,3,1.304,0.6360000000000001,1.4,3
11325,Pr1Al0.9Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Al,0.9,O,3,1.304,0.5415000000000001,1.4,3
11326,Ce0.9Pr1Sb0.1O3,Pr,1,3,Pr,0,3,Sb,0.1,Ce,0.9,O,3,1.304,0.843,1.4,3
11327,Ce0.1Pr1Cr0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Cr,0.9,O,3,1.304,0.6405,1.4,3
11328,Ce0.1Pr1Co0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Co,0.9,O,3,1.304,0.636,1.4,3
11329,Ce0.1Pr1Fe0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Fe,0.9,O,3,1.304,0.6675,1.4,3
11330,Ce0.1Pr1Nb0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Nb,0.9,O,3,1.304,0.663,1.4,3
11331,Ce0.1Pr1In0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,In,0.9,O,3,1.304,0.807,1.4,3
11332,Ce0.1Pr1Er0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Er,0.9,O,3,1.304,0.888,1.4,3
11333,Ce0.1Pr1Sn0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Sn,0.9,O,3,1.304,0.708,1.4,3
11334,Ce0.1Pr1Zr0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Zr,0.9,O,3,1.304,0.735,1.4,3
11335,Ce0.1Pr1Be0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Be,0.9,O,3,1.304,0.49200000000000005,1.4,3
11336,Ce0.1Pr1Ge0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Ge,0.9,O,3,1.304,0.5640000000000001,1.4,3
11337,Ce0.1Pr1Hf0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Hf,0.9,O,3,1.304,0.726,1.4,3
11338,Ce0.1Pr1Ti0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Ti,0.9,O,3,1.304,0.6315,1.4,3
11339,Ce0.1Pr1Ga0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Ga,0.9,O,3,1.304,0.645,1.4,3
11340,Ce0.1Pr1Si0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Si,0.9,O,3,1.304,0.44700000000000006,1.4,3
11341,Ce0.1Pr1Ta0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Ta,0.9,O,3,1.304,0.663,1.4,3
11342,Ce0.1Pr1Al0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Al,0.9,O,3,1.304,0.5685,1.4,3
11343,Ce0.1Pr1B0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,B,0.9,O,3,1.304,0.33,1.4,3
11344,Ce0.1Pr1Sb0.9O3,Pr,1,3,Pr,0,3,Ce,0.1,Sb,0.9,O,3,1.304,0.627,1.4,3
11345,Nd1Cr0.1Co0.9O3,Nd,1,3,Nd,0,3,Cr,0.1,Co,0.9,O,3,1.27,0.6105,1.4,3
11346,Nd1Cr0.1Fe0.9O3,Nd,1,3,Nd,0,3,Cr,0.1,Fe,0.9,O,3,1.27,0.642,1.4,3
11347,Nd1Nb0.9Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Nb,0.9,O,3,1.27,0.6375000000000001,1.4,3
11348,Nd1Cr0.1In0.9O3,Nd,1,3,Nd,0,3,Cr,0.1,In,0.9,O,3,1.27,0.7815000000000001,1.4,3
11349,Nd1Er0.9Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Er,0.9,O,3,1.27,0.8625,1.4,3
11350,Nd1Cr0.1Sn0.9O3,Nd,1,3,Nd,0,3,Cr,0.1,Sn,0.9,O,3,1.27,0.6825,1.4,3
11351,Nd1Zr0.9Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Zr,0.9,O,3,1.27,0.7095,1.4,3
11352,Nd1Be0.9Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Be,0.9,O,3,1.27,0.4665,1.4,3
11353,Nd1Cr0.1Ge0.9O3,Nd,1,3,Nd,0,3,Cr,0.1,Ge,0.9,O,3,1.27,0.5385,1.4,3
11354,Nd1Hf0.9Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Hf,0.9,O,3,1.27,0.7005,1.4,3
11355,Nd1Ti0.9Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Ti,0.9,O,3,1.27,0.606,1.4,3
11356,Nd1Cr0.1Ga0.9O3,Nd,1,3,Nd,0,3,Cr,0.1,Ga,0.9,O,3,1.27,0.6195,1.4,3
11357,Nd1Cr0.1Si0.9O3,Nd,1,3,Nd,0,3,Cr,0.1,Si,0.9,O,3,1.27,0.42150000000000004,1.4,3
11358,Nd1Ta0.9Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Ta,0.9,O,3,1.27,0.6375000000000001,1.4,3
11359,Nd1Al0.9Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Al,0.9,O,3,1.27,0.543,1.4,3
11360,Nd1Cr0.1Sb0.9O3,Nd,1,3,Nd,0,3,Cr,0.1,Sb,0.9,O,3,1.27,0.6015,1.4,3
11361,Ce0.9Nd1Cr0.1O3,Nd,1,3,Nd,0,3,Cr,0.1,Ce,0.9,O,3,1.27,0.8445,1.4,3
11362,Nd1Cr0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Cr,0.9,O,3,1.27,0.6145,1.4,3
11363,Nd1Fe0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Fe,0.9,O,3,1.27,0.6415,1.4,3
11364,Nd1Nb0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Nb,0.9,O,3,1.27,0.637,1.4,3
11365,Nd1In0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,In,0.9,O,3,1.27,0.7810000000000001,1.4,3
11366,Nd1Er0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Er,0.9,O,3,1.27,0.8620000000000001,1.4,3
11367,Nd1Co0.1Sn0.9O3,Nd,1,3,Nd,0,3,Co,0.1,Sn,0.9,O,3,1.27,0.6819999999999999,1.4,3
11368,Nd1Zr0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Zr,0.9,O,3,1.27,0.7090000000000001,1.4,3
11369,Nd1Be0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Be,0.9,O,3,1.27,0.466,1.4,3
11370,Nd1Co0.1Ge0.9O3,Nd,1,3,Nd,0,3,Co,0.1,Ge,0.9,O,3,1.27,0.538,1.4,3
11371,Nd1Hf0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Hf,0.9,O,3,1.27,0.7,1.4,3
11372,Nd1Ti0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Ti,0.9,O,3,1.27,0.6054999999999999,1.4,3
11373,Nd1Ga0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Ga,0.9,O,3,1.27,0.619,1.4,3
11374,Nd1Co0.1Si0.9O3,Nd,1,3,Nd,0,3,Co,0.1,Si,0.9,O,3,1.27,0.42100000000000004,1.4,3
11375,Nd1Ta0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Ta,0.9,O,3,1.27,0.637,1.4,3
11376,Nd1Al0.9Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Al,0.9,O,3,1.27,0.5425,1.4,3
11377,Nd1Co0.1Sb0.9O3,Nd,1,3,Nd,0,3,Co,0.1,Sb,0.9,O,3,1.27,0.601,1.4,3
11378,Ce0.9Nd1Co0.1O3,Nd,1,3,Nd,0,3,Co,0.1,Ce,0.9,O,3,1.27,0.8440000000000001,1.4,3
11379,Nd1Cr0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Cr,0.9,O,3,1.27,0.618,1.4,3
11380,Nd1Fe0.1Co0.9O3,Nd,1,3,Nd,0,3,Fe,0.1,Co,0.9,O,3,1.27,0.6135,1.4,3
11381,Nd1Nb0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Nb,0.9,O,3,1.27,0.6405000000000001,1.4,3
11382,Nd1In0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,In,0.9,O,3,1.27,0.7845000000000001,1.4,3
11383,Nd1Er0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Er,0.9,O,3,1.27,0.8655,1.4,3
11384,Nd1Fe0.1Sn0.9O3,Nd,1,3,Nd,0,3,Fe,0.1,Sn,0.9,O,3,1.27,0.6855,1.4,3
11385,Nd1Zr0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Zr,0.9,O,3,1.27,0.7125,1.4,3
11386,Nd1Be0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Be,0.9,O,3,1.27,0.46950000000000003,1.4,3
11387,Nd1Fe0.1Ge0.9O3,Nd,1,3,Nd,0,3,Fe,0.1,Ge,0.9,O,3,1.27,0.5415000000000001,1.4,3
11388,Nd1Hf0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Hf,0.9,O,3,1.27,0.7035,1.4,3
11389,Nd1Ti0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Ti,0.9,O,3,1.27,0.609,1.4,3
11390,Nd1Ga0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Ga,0.9,O,3,1.27,0.6225,1.4,3
11391,Nd1Fe0.1Si0.9O3,Nd,1,3,Nd,0,3,Fe,0.1,Si,0.9,O,3,1.27,0.42450000000000004,1.4,3
11392,Nd1Ta0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Ta,0.9,O,3,1.27,0.6405000000000001,1.4,3
11393,Nd1Al0.9Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Al,0.9,O,3,1.27,0.546,1.4,3
11394,Nd1Fe0.1Sb0.9O3,Nd,1,3,Nd,0,3,Fe,0.1,Sb,0.9,O,3,1.27,0.6045,1.4,3
11395,Ce0.9Nd1Fe0.1O3,Nd,1,3,Nd,0,3,Fe,0.1,Ce,0.9,O,3,1.27,0.8475,1.4,3
11396,Nd1Nb0.1Cr0.9O3,Nd,1,3,Nd,0,3,Nb,0.1,Cr,0.9,O,3,1.27,0.6174999999999999,1.4,3
11397,Nd1Nb0.1Co0.9O3,Nd,1,3,Nd,0,3,Nb,0.1,Co,0.9,O,3,1.27,0.613,1.4,3
11398,Nd1Nb0.1Fe0.9O3,Nd,1,3,Nd,0,3,Nb,0.1,Fe,0.9,O,3,1.27,0.6445000000000001,1.4,3
11399,Nd1Nb0.1In0.9O3,Nd,1,3,Nd,0,3,Nb,0.1,In,0.9,O,3,1.27,0.784,1.4,3
11400,Nd1Er0.9Nb0.1O3,Nd,1,3,Nd,0,3,Nb,0.1,Er,0.9,O,3,1.27,0.865,1.4,3
11401,Nd1Nb0.1Sn0.9O3,Nd,1,3,Nd,0,3,Nb,0.1,Sn,0.9,O,3,1.27,0.685,1.4,3
11402,Nd1Zr0.9Nb0.1O3,Nd,1,3,Nd,0,3,Nb,0.1,Zr,0.9,O,3,1.27,0.712,1.4,3
11403,Nd1Be0.9Nb0.1O3,Nd,1,3,Nd,0,3,Nb,0.1,Be,0.9,O,3,1.27,0.46900000000000003,1.4,3
11404,Nd1Nb0.1Ge0.9O3,Nd,1,3,Nd,0,3,Nb,0.1,Ge,0.9,O,3,1.27,0.541,1.4,3
11405,Nd1Hf0.9Nb0.1O3,Nd,1,3,Nd,0,3,Nb,0.1,Hf,0.9,O,3,1.27,0.7030000000000001,1.4,3
11406,Nd1Ti0.9Nb0.1O3,Nd,1,3,Nd,0,3,Nb,0.1,Ti,0.9,O,3,1.27,0.6085,1.4,3
