,formula,A1,A1_ratio,nA1,A2,A2_ratio,nA2,B1,B1_ratio,B2,B2_ratio,X,X_ratio,Ra,Rb,Rx,nA
35940,Tm1Sn0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Sn,0.29999999999999993,O,3,1.168,0.627,1.4,3
35941,Tm1Zr0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Zr,0.29999999999999993,O,3,1.168,0.636,1.4,3
35942,Tm1Be0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Be,0.29999999999999993,O,3,1.168,0.555,1.4,3
35943,Tm1Ge0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Ge,0.29999999999999993,O,3,1.168,0.579,1.4,3
35944,Tm1Hf0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Hf,0.29999999999999993,O,3,1.168,0.633,1.4,3
35945,Tm1Ti0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Ti,0.29999999999999993,O,3,1.168,0.6015,1.4,3
35946,Tm1Ga0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Ga,0.29999999999999993,O,3,1.168,0.606,1.4,3
35947,Tm1Si0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Si,0.29999999999999993,O,3,1.168,0.54,1.4,3
35948,Tm1Ta0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Ta,0.29999999999999993,O,3,1.168,0.612,1.4,3
35949,Tm1Al0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Al,0.29999999999999993,O,3,1.168,0.5805,1.4,3
35950,Tm1Bi0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Bi,0.29999999999999993,O,3,1.168,0.729,1.4,3
35951,Tm1B0.3Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,B,0.29999999999999993,O,3,1.168,0.501,1.4,3
35952,Ce0.3Tm1Sb0.7O3,Tm,1,3,Tm,0,3,Sb,0.7000000000000001,Ce,0.29999999999999993,O,3,1.168,0.681,1.4,3
35953,Ce0.7Tm1Co0.3O3,Tm,1,3,Tm,0,3,Ce,0.7000000000000001,Co,0.29999999999999993,O,3,1.168,0.792,1.4,3
35954,Ce0.7Tm1Be0.3O3,Tm,1,3,Tm,0,3,Ce,0.7000000000000001,Be,0.29999999999999993,O,3,1.168,0.7440000000000001,1.4,3
35955,Ce0.7Tm1Ge0.3O3,Tm,1,3,Tm,0,3,Ce,0.7000000000000001,Ge,0.29999999999999993,O,3,1.168,0.768,1.4,3
35956,Ce0.7Tm1Ti0.3O3,Tm,1,3,Tm,0,3,Ce,0.7000000000000001,Ti,0.29999999999999993,O,3,1.168,0.7905000000000001,1.4,3
35957,Ce0.7Tm1Si0.3O3,Tm,1,3,Tm,0,3,Ce,0.7000000000000001,Si,0.29999999999999993,O,3,1.168,0.7290000000000001,1.4,3
35958,Ce0.7Tm1Al0.3O3,Tm,1,3,Tm,0,3,Ce,0.7000000000000001,Al,0.29999999999999993,O,3,1.168,0.7695000000000001,1.4,3
35959,Ce0.7Tm1B0.3O3,Tm,1,3,Tm,0,3,Ce,0.7000000000000001,B,0.29999999999999993,O,3,1.168,0.6900000000000001,1.4,3
35960,Ce0.7Tm1Sb0.3O3,Tm,1,3,Tm,0,3,Ce,0.7000000000000001,Sb,0.29999999999999993,O,3,1.168,0.789,1.4,3
35961,Rb1Cr0.7Co0.3O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Co,0.29999999999999993,O,3,1.72,0.6135,1.4,1
35962,Rb1Cr0.7Fe0.3O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Fe,0.29999999999999993,O,3,1.72,0.624,1.4,1
35963,Rb1Nb0.3Cr0.7O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Nb,0.29999999999999993,O,3,1.72,0.6225,1.4,1
35964,Rb1Cr0.7In0.3O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,In,0.29999999999999993,O,3,1.72,0.6705,1.4,1
35965,Rb1Er0.3Cr0.7O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.6975,1.4,1
35966,Rb1Cr0.7Sn0.3O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Sn,0.29999999999999993,O,3,1.72,0.6375,1.4,1
35967,Rb1Zr0.3Cr0.7O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Zr,0.29999999999999993,O,3,1.72,0.6465,1.4,1
35968,Rb1Cr0.7Ge0.3O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Ge,0.29999999999999993,O,3,1.72,0.5895,1.4,1
35969,Rb1Hf0.3Cr0.7O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Hf,0.29999999999999993,O,3,1.72,0.6435,1.4,1
35970,Rb1Ti0.3Cr0.7O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Ti,0.29999999999999993,O,3,1.72,0.612,1.4,1
35971,Rb1Cr0.7Ga0.3O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Ga,0.29999999999999993,O,3,1.72,0.6165,1.4,1
35972,Rb1Ta0.3Cr0.7O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Ta,0.29999999999999993,O,3,1.72,0.6225,1.4,1
35973,Rb1Al0.3Cr0.7O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Al,0.29999999999999993,O,3,1.72,0.591,1.4,1
35974,Rb1Cr0.7Bi0.3O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.7395,1.4,1
35975,Rb1Cr0.7Sb0.3O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Sb,0.29999999999999993,O,3,1.72,0.6105,1.4,1
35976,Rb1Ce0.3Cr0.7O3,Rb,1,1,Rb,0,1,Cr,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.6915,1.4,1
35977,Rb1Cr0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Cr,0.29999999999999993,O,3,1.72,0.6115,1.4,1
35978,Rb1Fe0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Fe,0.29999999999999993,O,3,1.72,0.6205,1.4,1
35979,Rb1Nb0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Nb,0.29999999999999993,O,3,1.72,0.619,1.4,1
35980,Rb1In0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,In,0.29999999999999993,O,3,1.72,0.667,1.4,1
35981,Rb1Er0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.694,1.4,1
35982,Rb1Co0.7Sn0.3O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Sn,0.29999999999999993,O,3,1.72,0.634,1.4,1
35983,Rb1Zr0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Zr,0.29999999999999993,O,3,1.72,0.643,1.4,1
35984,Rb1Co0.7Ge0.3O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Ge,0.29999999999999993,O,3,1.72,0.5860000000000001,1.4,1
35985,Rb1Hf0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Hf,0.29999999999999993,O,3,1.72,0.64,1.4,1
35986,Rb1Ti0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Ti,0.29999999999999993,O,3,1.72,0.6085,1.4,1
35987,Rb1Ga0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Ga,0.29999999999999993,O,3,1.72,0.613,1.4,1
35988,Rb1Ta0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Ta,0.29999999999999993,O,3,1.72,0.619,1.4,1
35989,Rb1Al0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Al,0.29999999999999993,O,3,1.72,0.5875,1.4,1
35990,Rb1Co0.7Bi0.3O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.736,1.4,1
35991,Rb1Co0.7Sb0.3O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Sb,0.29999999999999993,O,3,1.72,0.607,1.4,1
35992,Rb1Ce0.3Co0.7O3,Rb,1,1,Rb,0,1,Co,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.688,1.4,1
35993,Rb1Cr0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Cr,0.29999999999999993,O,3,1.72,0.636,1.4,1
35994,Rb1Fe0.7Co0.3O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Co,0.29999999999999993,O,3,1.72,0.6345000000000001,1.4,1
35995,Rb1Nb0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Nb,0.29999999999999993,O,3,1.72,0.6435,1.4,1
35996,Rb1In0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,In,0.29999999999999993,O,3,1.72,0.6915,1.4,1
35997,Rb1Er0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.7185,1.4,1
35998,Rb1Fe0.7Sn0.3O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Sn,0.29999999999999993,O,3,1.72,0.6585,1.4,1
35999,Rb1Zr0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Zr,0.29999999999999993,O,3,1.72,0.6675,1.4,1
36000,Rb1Be0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Be,0.29999999999999993,O,3,1.72,0.5865,1.4,1
36001,Rb1Fe0.7Ge0.3O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Ge,0.29999999999999993,O,3,1.72,0.6105,1.4,1
36002,Rb1Hf0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Hf,0.29999999999999993,O,3,1.72,0.6645,1.4,1
36003,Rb1Ti0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Ti,0.29999999999999993,O,3,1.72,0.633,1.4,1
36004,Rb1Ga0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Ga,0.29999999999999993,O,3,1.72,0.6375000000000001,1.4,1
36005,Rb1Ta0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Ta,0.29999999999999993,O,3,1.72,0.6435,1.4,1
36006,Rb1Al0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Al,0.29999999999999993,O,3,1.72,0.6120000000000001,1.4,1
36007,Rb1Fe0.7Bi0.3O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.7605,1.4,1
36008,Rb1Fe0.7Sb0.3O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Sb,0.29999999999999993,O,3,1.72,0.6315000000000001,1.4,1
36009,Rb1Ce0.3Fe0.7O3,Rb,1,1,Rb,0,1,Fe,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.7125,1.4,1
36010,Rb1Nb0.7Cr0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Cr,0.29999999999999993,O,3,1.72,0.6325000000000001,1.4,1
36011,Rb1Nb0.7Co0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Co,0.29999999999999993,O,3,1.72,0.631,1.4,1
36012,Rb1Nb0.7Fe0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Fe,0.29999999999999993,O,3,1.72,0.6415,1.4,1
36013,Rb1Nb0.7In0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,In,0.29999999999999993,O,3,1.72,0.6880000000000001,1.4,1
36014,Rb1Er0.3Nb0.7O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.7150000000000001,1.4,1
36015,Rb1Nb0.7Sn0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Sn,0.29999999999999993,O,3,1.72,0.655,1.4,1
36016,Rb1Zr0.3Nb0.7O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Zr,0.29999999999999993,O,3,1.72,0.664,1.4,1
36017,Rb1Be0.3Nb0.7O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Be,0.29999999999999993,O,3,1.72,0.5830000000000001,1.4,1
36018,Rb1Nb0.7Ge0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Ge,0.29999999999999993,O,3,1.72,0.607,1.4,1
36019,Rb1Hf0.3Nb0.7O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Hf,0.29999999999999993,O,3,1.72,0.661,1.4,1
36020,Rb1Ti0.3Nb0.7O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Ti,0.29999999999999993,O,3,1.72,0.6295000000000001,1.4,1
36021,Rb1Nb0.7Ga0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Ga,0.29999999999999993,O,3,1.72,0.634,1.4,1
36022,Rb1Ta0.3Nb0.7O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Ta,0.29999999999999993,O,3,1.72,0.64,1.4,1
36023,Rb1Nb0.7Al0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Al,0.29999999999999993,O,3,1.72,0.6085,1.4,1
36024,Rb1Nb0.7Bi0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.757,1.4,1
36025,Rb1Nb0.7Sb0.3O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Sb,0.29999999999999993,O,3,1.72,0.628,1.4,1
36026,Rb1Ce0.3Nb0.7O3,Rb,1,1,Rb,0,1,Nb,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.7090000000000001,1.4,1
36027,Rb1Cr0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Cr,0.29999999999999993,O,3,1.72,0.7445,1.4,1
36028,Rb1In0.7Co0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Co,0.29999999999999993,O,3,1.72,0.743,1.4,1
36029,Rb1In0.7Fe0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Fe,0.29999999999999993,O,3,1.72,0.7535000000000001,1.4,1
36030,Rb1Nb0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Nb,0.29999999999999993,O,3,1.72,0.752,1.4,1
36031,Rb1Er0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.827,1.4,1
36032,Rb1In0.7Sn0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Sn,0.29999999999999993,O,3,1.72,0.767,1.4,1
36033,Rb1Zr0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Zr,0.29999999999999993,O,3,1.72,0.776,1.4,1
36034,Rb1Be0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Be,0.29999999999999993,O,3,1.72,0.6950000000000001,1.4,1
36035,Rb1In0.7Ge0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Ge,0.29999999999999993,O,3,1.72,0.7190000000000001,1.4,1
36036,Rb1Hf0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Hf,0.29999999999999993,O,3,1.72,0.773,1.4,1
36037,Rb1Ti0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Ti,0.29999999999999993,O,3,1.72,0.7415,1.4,1
36038,Rb1In0.7Ga0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Ga,0.29999999999999993,O,3,1.72,0.746,1.4,1
36039,Rb1In0.7Si0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Si,0.29999999999999993,O,3,1.72,0.68,1.4,1
36040,Rb1Ta0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Ta,0.29999999999999993,O,3,1.72,0.752,1.4,1
36041,Rb1Al0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Al,0.29999999999999993,O,3,1.72,0.7205,1.4,1
36042,Rb1In0.7Bi0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.869,1.4,1
36043,Rb1In0.7B0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,B,0.29999999999999993,O,3,1.72,0.641,1.4,1
36044,Rb1In0.7Sb0.3O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Sb,0.29999999999999993,O,3,1.72,0.74,1.4,1
36045,Rb1Ce0.3In0.7O3,Rb,1,1,Rb,0,1,In,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.821,1.4,1
36046,Rb1Er0.7Cr0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Cr,0.29999999999999993,O,3,1.72,0.8075000000000001,1.4,1
36047,Rb1Er0.7Co0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Co,0.29999999999999993,O,3,1.72,0.806,1.4,1
36048,Rb1Er0.7Fe0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Fe,0.29999999999999993,O,3,1.72,0.8165,1.4,1
36049,Rb1Er0.7Nb0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Nb,0.29999999999999993,O,3,1.72,0.8150000000000001,1.4,1
36050,Rb1Er0.7In0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,In,0.29999999999999993,O,3,1.72,0.8630000000000001,1.4,1
36051,Rb1Er0.7Sn0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Sn,0.29999999999999993,O,3,1.72,0.8300000000000001,1.4,1
36052,Rb1Er0.7Zr0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Zr,0.29999999999999993,O,3,1.72,0.8390000000000001,1.4,1
36053,Rb1Er0.7Be0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Be,0.29999999999999993,O,3,1.72,0.7580000000000001,1.4,1
36054,Rb1Er0.7Ge0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Ge,0.29999999999999993,O,3,1.72,0.782,1.4,1
36055,Rb1Er0.7Hf0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Hf,0.29999999999999993,O,3,1.72,0.8360000000000001,1.4,1
36056,Rb1Er0.7Ti0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Ti,0.29999999999999993,O,3,1.72,0.8045000000000001,1.4,1
36057,Rb1Er0.7Ga0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Ga,0.29999999999999993,O,3,1.72,0.809,1.4,1
36058,Rb1Er0.7Si0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Si,0.29999999999999993,O,3,1.72,0.7430000000000001,1.4,1
36059,Rb1Er0.7Ta0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Ta,0.29999999999999993,O,3,1.72,0.8150000000000001,1.4,1
36060,Rb1Er0.7Al0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Al,0.29999999999999993,O,3,1.72,0.7835000000000001,1.4,1
36061,Rb1Er0.7Bi0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.932,1.4,1
36062,Rb1Er0.7B0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,B,0.29999999999999993,O,3,1.72,0.7040000000000001,1.4,1
36063,Rb1Er0.7Sb0.3O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Sb,0.29999999999999993,O,3,1.72,0.803,1.4,1
36064,Rb1Ce0.3Er0.7O3,Rb,1,1,Rb,0,1,Er,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.8840000000000001,1.4,1
36065,Rb1Cr0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Cr,0.29999999999999993,O,3,1.72,0.6675,1.4,1
36066,Rb1Co0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Co,0.29999999999999993,O,3,1.72,0.6659999999999999,1.4,1
36067,Rb1Fe0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Fe,0.29999999999999993,O,3,1.72,0.6764999999999999,1.4,1
36068,Rb1Nb0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Nb,0.29999999999999993,O,3,1.72,0.6749999999999999,1.4,1
36069,Rb1In0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,In,0.29999999999999993,O,3,1.72,0.723,1.4,1
36070,Rb1Er0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.75,1.4,1
36071,Rb1Zr0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Zr,0.29999999999999993,O,3,1.72,0.699,1.4,1
36072,Rb1Be0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Be,0.29999999999999993,O,3,1.72,0.618,1.4,1
36073,Rb1Sn0.7Ge0.3O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Ge,0.29999999999999993,O,3,1.72,0.6419999999999999,1.4,1
36074,Rb1Hf0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Hf,0.29999999999999993,O,3,1.72,0.696,1.4,1
36075,Rb1Ti0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Ti,0.29999999999999993,O,3,1.72,0.6645,1.4,1
36076,Rb1Ga0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Ga,0.29999999999999993,O,3,1.72,0.6689999999999999,1.4,1
36077,Rb1Si0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Si,0.29999999999999993,O,3,1.72,0.603,1.4,1
36078,Rb1Ta0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Ta,0.29999999999999993,O,3,1.72,0.6749999999999999,1.4,1
36079,Rb1Al0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Al,0.29999999999999993,O,3,1.72,0.6435,1.4,1
36080,Rb1Sn0.7Bi0.3O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.7919999999999999,1.4,1
36081,Rb1Sn0.7Sb0.3O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Sb,0.29999999999999993,O,3,1.72,0.6629999999999999,1.4,1
36082,Rb1Ce0.3Sn0.7O3,Rb,1,1,Rb,0,1,Sn,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.744,1.4,1
36083,Rb1Zr0.7Cr0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Cr,0.29999999999999993,O,3,1.72,0.6885,1.4,1
36084,Rb1Zr0.7Co0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Co,0.29999999999999993,O,3,1.72,0.6869999999999999,1.4,1
36085,Rb1Zr0.7Fe0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Fe,0.29999999999999993,O,3,1.72,0.6975,1.4,1
36086,Rb1Zr0.7Nb0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Nb,0.29999999999999993,O,3,1.72,0.696,1.4,1
36087,Rb1Zr0.7In0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,In,0.29999999999999993,O,3,1.72,0.744,1.4,1
36088,Rb1Er0.3Zr0.7O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.7709999999999999,1.4,1
36089,Rb1Zr0.7Sn0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Sn,0.29999999999999993,O,3,1.72,0.711,1.4,1
36090,Rb1Zr0.7Be0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Be,0.29999999999999993,O,3,1.72,0.639,1.4,1
36091,Rb1Zr0.7Ge0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Ge,0.29999999999999993,O,3,1.72,0.663,1.4,1
36092,Rb1Hf0.3Zr0.7O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Hf,0.29999999999999993,O,3,1.72,0.717,1.4,1
36093,Rb1Zr0.7Ti0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Ti,0.29999999999999993,O,3,1.72,0.6855,1.4,1
36094,Rb1Zr0.7Ga0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Ga,0.29999999999999993,O,3,1.72,0.69,1.4,1
36095,Rb1Zr0.7Si0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Si,0.29999999999999993,O,3,1.72,0.624,1.4,1
36096,Rb1Zr0.7Ta0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Ta,0.29999999999999993,O,3,1.72,0.696,1.4,1
36097,Rb1Zr0.7Al0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Al,0.29999999999999993,O,3,1.72,0.6645,1.4,1
36098,Rb1Zr0.7Bi0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.813,1.4,1
36099,Rb1Zr0.7B0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,B,0.29999999999999993,O,3,1.72,0.585,1.4,1
36100,Rb1Zr0.7Sb0.3O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Sb,0.29999999999999993,O,3,1.72,0.6839999999999999,1.4,1
36101,Rb1Ce0.3Zr0.7O3,Rb,1,1,Rb,0,1,Zr,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.7649999999999999,1.4,1
36102,Rb1Er0.3Be0.7O3,Rb,1,1,Rb,0,1,Be,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.5820000000000001,1.4,1
36103,Rb1Be0.7Bi0.3O3,Rb,1,1,Rb,0,1,Be,0.7000000000000001,Bi,0.29999999999999993,O,3,1.72,0.624,1.4,1
36104,Rb1Ce0.3Be0.7O3,Rb,1,1,Rb,0,1,Be,0.7000000000000001,Ce,0.29999999999999993,O,3,1.72,0.5760000000000001,1.4,1
36105,Rb1In0.3Ge0.7O3,Rb,1,1,Rb,0,1,Ge,0.7000000000000001,In,0.29999999999999993,O,3,1.72,0.611,1.4,1
36106,Rb1Er0.3Ge0.7O3,Rb,1,1,Rb,0,1,Ge,0.7000000000000001,Er,0.29999999999999993,O,3,1.72,0.638,1.4,1
36107,Rb1Sn0.3Ge0.7O3,Rb,1,1,Rb,0,1,Ge,0.7000000000000001,Sn,0.29999999999999993,O,3,1.72,0.578,1.4,1
36108,Rb1Zr0.3Ge0.7O3,Rb,1,1,Rb,0,1,Ge,0.7000000000000001,Zr,0.29999999999999993,O,3,1.72,0.587,1.4,1
